  #K-Path    Energy        Ti        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    1.567   -1.3966     0.504     0.080
    1.609   -1.4483     0.508     0.080
    1.650   -1.4942     0.504     0.080
    1.691   -1.4449     0.296     0.096
    1.733   -1.2862     0.264     0.104
    1.774   -1.0897     0.248     0.112
    1.815   -0.8669     0.240     0.112
    1.857   -0.9778     0.364     0.068
    1.898   -1.0912     0.168     0.124
    1.898   -1.0912     0.168     0.120
    1.919   -1.0922     0.168     0.120
    1.939   -1.0949     0.176     0.120
    1.959   -1.0903     0.572     0.000
    1.980   -1.0564     0.568     0.008
    2.000   -1.0156     0.572     0.008
    2.020   -0.9695     0.568     0.008
    2.041   -0.9197     0.572     0.008
    2.061   -0.9945     0.336     0.128
    2.081   -1.0710     0.336     0.128
    2.102   -1.1454     0.344     0.128
    2.122   -1.1956     0.240     0.116
    2.142   -1.2136     0.248     0.112
    2.163   -1.2326     0.264     0.108
    2.183   -1.2524     0.272     0.112
    2.203   -1.2730     0.288     0.108
    2.224   -1.2940     0.296     0.108
    2.244   -1.3155     0.312     0.108
    2.265   -1.3373     0.328     0.104
    2.285   -1.3592     0.340     0.100
    2.285   -1.3592     0.340     0.102
    2.314   -1.3596     0.340     0.100
    2.343   -1.3609     0.340     0.104
    2.373   -1.3631     0.348     0.100
    2.402   -1.3662     0.348     0.100
    2.431   -1.3703     0.352     0.096
    2.460   -1.3756     0.356     0.096
    2.490   -1.3820     0.364     0.092
    2.519   -1.3899     0.368     0.092
    2.548   -1.3992     0.376     0.092
    2.577   -1.4100     0.384     0.088
    2.607   -1.4225     0.396     0.088
    2.636   -1.4366     0.400     0.080
    2.665   -1.4257     0.248     0.120
    2.695   -1.3103     0.284     0.116
    2.724   -1.1837     0.312     0.104
    2.753   -1.0545     0.352     0.096
    2.782   -0.9288     0.392     0.088
    2.812   -0.8114     0.424     0.076
    2.841   -0.7068     0.468     0.068
    2.841   -0.7068     0.468     0.068
    2.870   -0.7052     0.468     0.068
    2.899   -0.7005     0.470     0.066
    2.929   -0.6928     0.470     0.068
    2.958   -0.6820     0.470     0.068
    2.987   -0.6681     0.470     0.068
    3.016   -0.6512     0.474     0.066
    3.046   -0.6315     0.476     0.068
    3.075   -0.6088     0.480     0.068
    3.104   -0.5834     0.480     0.066
    3.133   -0.5555     0.482     0.066
    3.163   -0.5250     0.484     0.068
    3.192   -0.4925     0.484     0.068
    3.221   -0.4582     0.490     0.068
    3.250   -0.4230     0.490     0.070
    3.280   -0.3879     0.494     0.068
    3.309   -0.3554     0.492     0.070
    3.338   -0.3301     0.494     0.072
    3.368   -0.3218     0.484     0.074
    3.397   -0.3462     0.474     0.082
    3.397   -0.3462     0.475     0.080
    3.438   -0.4164     0.468     0.082
    3.480   -0.5515     0.440     0.092
    3.521   -0.6625     0.428     0.096
    3.562   -0.7739     0.420     0.100
    3.604   -0.8832     0.412     0.104
    3.645   -0.9887     0.404     0.104
    3.686   -1.0893     0.396     0.108
    3.728   -1.1840     0.392     0.108
    3.769   -1.2720     0.384     0.112
    3.811   -1.3529     0.380     0.112
    3.852   -1.4262     0.376     0.116
    3.893   -1.4916     0.372     0.120
    3.935   -1.4975     0.314     0.102
    3.976   -1.4612     0.322     0.100
    4.018   -1.4278     0.328     0.100
    4.059   -1.3993     0.332     0.102
    4.100   -1.3776     0.340     0.102
    4.142   -1.3639     0.340     0.100
    4.183   -1.3592     0.340     0.102
    4.183   -0.9963     0.568     0.056
    4.203   -0.9999     0.568     0.052
    4.224   -0.9945     0.432     0.080
    4.244   -0.9758     0.436     0.076
    4.264   -0.9612     0.440     0.072
    4.285   -0.9487     0.444     0.072
    4.305   -0.9369     0.448     0.072
    4.326   -0.9250     0.448     0.072
    4.346   -0.9126     0.452     0.068
    4.366   -0.8993     0.456     0.068
    4.387   -0.8851     0.452     0.068
    4.407   -0.8698     0.456     0.068
    4.427   -0.8533     0.456     0.068
    4.448   -0.8357     0.460     0.068
    4.468   -0.8170     0.460     0.068
    4.488   -0.7971     0.460     0.068
    4.509   -0.7761     0.460     0.064
    4.529   -0.7541     0.464     0.064
    4.549   -0.7309     0.468     0.068
    4.570   -0.7068     0.470     0.068
    4.570   -0.5518     0.468     0.088
    4.590   -0.5511     0.470     0.088
    4.610   -0.5491     0.468     0.088
    4.631   -0.5457     0.470     0.092
    4.651   -0.5409     0.470     0.088
    4.671   -0.5349     0.470     0.088
    4.692   -0.5276     0.470     0.088
    4.712   -0.5191     0.472     0.088
    4.733   -0.4968     0.526     0.052
    4.753   -0.4536     0.530     0.050
    4.773   -0.4097     0.534     0.048
    4.794   -0.3648     0.542     0.048
    4.814   -0.3189     0.546     0.046
    4.834   -0.2718     0.548     0.044
    4.855   -0.2619     0.480     0.076
    4.875   -0.2780     0.478     0.080
    4.895   -0.2946     0.476     0.076
    4.916   -0.3116     0.474     0.080
    4.936   -0.3289     0.476     0.080
    4.956   -0.3462     0.474     0.080
 
# Band-Index:   54
    4.956   -0.3462     0.476     0.082
    4.936   -0.3289     0.476     0.080
    4.916   -0.3116     0.476     0.080
    4.895   -0.2946     0.478     0.076
    4.875   -0.2780     0.480     0.076
    4.855   -0.2619     0.480     0.076
    4.834   -0.2718     0.550     0.044
    4.814   -0.3189     0.546     0.046
    4.794   -0.3648     0.540     0.046
    4.773   -0.4097     0.536     0.050
    4.753   -0.4536     0.528     0.050
    4.733   -0.4968     0.524     0.052
    4.712   -0.5191     0.472     0.088
    4.692   -0.5276     0.472     0.088
    4.671   -0.5349     0.470     0.088
    4.651   -0.5409     0.472     0.088
    4.631   -0.5457     0.470     0.092
    4.610   -0.5491     0.472     0.088
    4.590   -0.5511     0.468     0.088
    4.570   -0.5518     0.468     0.092
    4.570   -0.7068     0.470     0.066
    4.549   -0.7309     0.468     0.068
    4.529   -0.7541     0.464     0.064
    4.509   -0.7761     0.460     0.064
    4.488   -0.7971     0.460     0.068
    4.468   -0.8170     0.460     0.068
    4.448   -0.8357     0.460     0.068
    4.427   -0.8533     0.456     0.068
    4.407   -0.8698     0.456     0.068
    4.387   -0.8851     0.452     0.068
    4.366   -0.8993     0.456     0.068
    4.346   -0.9126     0.452     0.068
    4.326   -0.9250     0.448     0.072
    4.305   -0.9369     0.448     0.072
    4.285   -0.9487     0.444     0.072
    4.264   -0.9612     0.440     0.072
    4.244   -0.9758     0.436     0.076
    4.224   -0.9945     0.432     0.080
    4.203   -0.9999     0.568     0.052
    4.183   -0.9963     0.568     0.056
    4.183   -1.3592     0.340     0.102
    4.142   -1.3639     0.340     0.102
    4.100   -1.3776     0.340     0.100
    4.059   -1.3993     0.332     0.100
    4.018   -1.4278     0.330     0.100
    3.976   -1.4612     0.322     0.102
    3.935   -1.4975     0.314     0.100
    3.893   -1.4916     0.372     0.120
    3.852   -1.4262     0.376     0.116
    3.811   -1.3529     0.380     0.112
    3.769   -1.2720     0.384     0.112
    3.728   -1.1840     0.392     0.108
    3.686   -1.0893     0.396     0.108
    3.645   -0.9887     0.404     0.104
    3.604   -0.8832     0.412     0.104
    3.562   -0.7739     0.420     0.100
    3.521   -0.6625     0.428     0.096
    3.480   -0.5515     0.440     0.092
    3.438   -0.4164     0.466     0.080
    3.397   -0.3462     0.474     0.080
    3.397   -0.3462     0.475     0.082
    3.368   -0.3218     0.484     0.078
    3.338   -0.3301     0.490     0.072
    3.309   -0.3554     0.494     0.070
    3.280   -0.3879     0.492     0.068
    3.250   -0.4230     0.490     0.068
    3.221   -0.4582     0.492     0.066
    3.192   -0.4925     0.488     0.068
    3.163   -0.5250     0.484     0.070
    3.133   -0.5555     0.482     0.066
    3.104   -0.5834     0.478     0.066
    3.075   -0.6088     0.476     0.066
    3.046   -0.6315     0.474     0.068
    3.016   -0.6512     0.474     0.068
    2.987   -0.6681     0.472     0.068
    2.958   -0.6820     0.470     0.068
    2.929   -0.6928     0.470     0.066
    2.899   -0.7005     0.470     0.066
    2.870   -0.7052     0.468     0.066
    2.841   -0.7068     0.470     0.068
    2.841   -0.7068     0.468     0.066
    2.812   -0.8114     0.424     0.076
    2.782   -0.9288     0.392     0.088
    2.753   -1.0545     0.352     0.096
    2.724   -1.1837     0.312     0.104
    2.695   -1.3103     0.284     0.116
    2.665   -1.4257     0.248     0.120
    2.636   -1.4366     0.400     0.080
    2.607   -1.4225     0.396     0.088
    2.577   -1.4100     0.384     0.088
    2.548   -1.3992     0.376     0.092
    2.519   -1.3899     0.368     0.092
    2.490   -1.3820     0.364     0.092
    2.460   -1.3756     0.356     0.096
    2.431   -1.3703     0.352     0.096
    2.402   -1.3662     0.348     0.100
    2.373   -1.3631     0.348     0.100
    2.343   -1.3609     0.340     0.104
    2.314   -1.3596     0.340     0.100
    2.285   -1.3592     0.340     0.100
    2.285   -1.3592     0.340     0.102
    2.265   -1.3373     0.328     0.104
    2.244   -1.3155     0.312     0.108
    2.224   -1.2940     0.296     0.108
    2.203   -1.2730     0.288     0.108
    2.183   -1.2524     0.272     0.112
    2.163   -1.2326     0.264     0.108
    2.142   -1.2136     0.248     0.112
    2.122   -1.1956     0.240     0.116
    2.102   -1.1454     0.344     0.128
    2.081   -1.0710     0.336     0.128
    2.061   -0.9945     0.336     0.128
    2.041   -0.9197     0.572     0.008
    2.020   -0.9695     0.568     0.008
    2.000   -1.0156     0.572     0.008
    1.980   -1.0564     0.568     0.008
    1.959   -1.0903     0.572     0.000
    1.939   -1.0949     0.176     0.120
    1.919   -1.0922     0.168     0.120
    1.898   -1.0912     0.168     0.120
    1.898   -1.0912     0.168     0.124
    1.857   -0.9778     0.364     0.068
    1.815   -0.8488     0.408     0.056
    1.774   -0.7594     0.752     0.000
    1.733   -0.7407     0.752     0.000
    1.691   -0.7169     0.744     0.000
    1.650   -0.6883     0.736     0.000
    1.609   -0.6553     0.736     0.008
    1.567   -0.6180     0.728     0.008
    1.526   -0.6132     0.288     0.136
    1.484   -0.6595     0.312     0.128
    1.443   -0.7019     0.328     0.128
    1.402   -0.7396     0.344     0.120
    1.360   -0.7718     0.368     0.120
    1.319   -0.7980     0.384     0.112
    1.277   -0.8179     0.400     0.104
    1.236   -0.7252     0.424     0.100
    1.195   -0.6316     0.444     0.096
    1.153   -0.5722     0.464     0.092
    1.112   -0.5518     0.468     0.088
    1.112   -0.5518     0.472     0.088
    1.083   -0.6362     0.460     0.092
    1.053   -0.7290     0.448     0.096
    1.024   -0.8277     0.480     0.080
    0.995   -0.8331     0.492     0.076
    0.966   -0.8413     0.496     0.076
    0.936   -0.8519     0.508     0.072
    0.907   -0.8647     0.516     0.068
    0.878   -0.8789     0.524     0.068
    0.849   -0.8941     0.532     0.064
    0.819   -0.9097     0.540     0.064
    0.790   -0.9252     0.544     0.060
    0.761   -0.9400     0.552     0.060
    0.732   -0.9538     0.556     0.056
    0.702   -0.9661     0.556     0.056
    0.673   -0.9766     0.564     0.056
    0.644   -0.9851     0.568     0.056
    0.614   -0.9912     0.568     0.052
    0.585   -0.9950     0.568     0.052
    0.556   -0.9963     0.568     0.052
    0.556   -0.9963     0.568     0.052
    0.527   -0.9365     0.576     0.048
    0.497   -0.8757     0.584     0.048
    0.468   -0.8141     0.592     0.040
    0.439   -0.8185     0.352     0.120
    0.410   -0.7636     0.336     0.128
    0.380   -0.7093     0.312     0.128
    0.351   -0.6560     0.296     0.136
    0.322   -0.6649     0.712     0.008
    0.293   -0.6780     0.720     0.008
    0.263   -0.7194     0.576     0.000
    0.234   -0.8060     0.576     0.000
    0.205   -0.8829     0.576     0.000
    0.176   -0.9499     0.576     0.000
    0.146   -1.0068     0.576     0.000
    0.117   -1.0536     0.576     0.000
    0.088   -0.9058     0.232     0.120
    0.059   -0.8522     0.392     0.064
    0.029   -0.9783     0.360     0.064
    0.000   -1.0912     0.168     0.120
 
# Band-Index:   55
    0.000   -0.7838     0.752     0.000
    0.029   -0.7825     0.752     0.000
    0.059   -0.7784     0.752     0.000
    0.088   -0.7718     0.752     0.000
    0.117   -0.7627     0.752     0.000
    0.146   -0.7514     0.752     0.000
    0.176   -0.7383     0.744     0.000
    0.205   -0.7238     0.744     0.000
    0.234   -0.7084     0.736     0.000
    0.263   -0.6929     0.728     0.008
    0.293   -0.6234     0.568     0.000
    0.322   -0.6044     0.280     0.136
    0.351   -0.6548     0.704     0.008
    0.380   -0.6490     0.688     0.016
    0.410   -0.6905     0.608     0.040
    0.439   -0.7522     0.600     0.040
    0.468   -0.7243     0.680     0.008
    0.497   -0.7602     0.672     0.016
    0.527   -0.7756     0.656     0.024
    0.556   -0.7628     0.632     0.036
    0.556   -0.7628     0.632     0.032
    0.585   -0.7596     0.632     0.032
    0.614   -0.7501     0.632     0.032
    0.644   -0.7344     0.632     0.032
    0.673   -0.7125     0.632     0.032
    0.702   -0.6849     0.632     0.032
    0.732   -0.6517     0.636     0.032
    0.761   -0.6134     0.636     0.032
    0.790   -0.5708     0.636     0.032
    0.819   -0.5245     0.632     0.032
    0.849   -0.4756     0.624     0.032
    0.878   -0.4252     0.620     0.032
    0.907   -0.3748     0.612     0.032
    0.936   -0.3258     0.600     0.040
    0.966   -0.2799     0.588     0.040
    0.995   -0.3078     0.476     0.088
    1.024   -0.3544     0.480     0.088
    1.053   -0.4106     0.476     0.088
    1.083   -0.4765     0.472     0.088
    1.112   -0.5518     0.468     0.088
    1.112   -0.5518     0.468     0.088
    1.153   -0.5722     0.464     0.092
    1.195   -0.6316     0.444     0.096
    1.236   -0.7252     0.424     0.100
    1.277   -0.7363     0.512     0.064
    1.319   -0.6984     0.528     0.064
    1.360   -0.6557     0.544     0.056
    1.402   -0.6090     0.560     0.048
    1.443   -0.5591     0.576     0.048
    1.484   -0.5331     0.704     0.008
    1.526   -0.5771     0.712     0.008
    1.567   -0.5640     0.272     0.144
    1.609   -0.5132     0.248     0.144
    1.650   -0.4769     0.784     0.000
    1.691   -0.5185     0.784     0.000
    1.733   -0.6040     0.476     0.040
    1.774   -0.7241     0.440     0.048
    1.815   -0.8488     0.408     0.056
    1.857   -0.7811     0.752     0.000
    1.898   -0.7838     0.752     0.000
    1.898   -0.7838     0.752     0.000
    1.919   -0.7835     0.752     0.000
    1.939   -0.7827     0.752     0.000
    1.959   -0.7813     0.760     0.000
    1.980   -0.7794     0.760     0.000
    2.000   -0.7770     0.760     0.000
    2.020   -0.8358     0.320     0.136
    2.041   -0.9161     0.328     0.128
    2.061   -0.8675     0.576     0.016
    2.081   -0.8144     0.580     0.016
    2.102   -0.7614     0.588     0.016
    2.122   -0.7522     0.760     0.000
    2.142   -0.7466     0.760     0.000
    2.163   -0.7407     0.760     0.000
    2.183   -0.7346     0.768     0.000
    2.203   -0.7281     0.768     0.000
    2.224   -0.7215     0.768     0.000
    2.244   -0.7146     0.768     0.000
    2.265   -0.7077     0.768     0.000
    2.285   -0.7007     0.768     0.000
    2.285   -0.7007     0.772     0.000
    2.314   -0.6991     0.772     0.000
    2.343   -0.6944     0.772     0.000
    2.373   -0.6866     0.772     0.000
    2.402   -0.6758     0.768     0.000
    2.431   -0.6624     0.764     0.000
    2.460   -0.6464     0.764     0.000
    2.490   -0.6283     0.760     0.000
    2.519   -0.6086     0.756     0.004
    2.548   -0.5876     0.752     0.004
    2.577   -0.5662     0.748     0.008
    2.607   -0.5453     0.740     0.004
    2.636   -0.5261     0.728     0.008
    2.665   -0.5103     0.712     0.012
    2.695   -0.5007     0.692     0.016
    2.724   -0.5013     0.664     0.024
    2.753   -0.5178     0.620     0.028
    2.782   -0.5564     0.568     0.044
    2.812   -0.6201     0.516     0.056
    2.841   -0.7068     0.470     0.066
    2.841   -0.7068     0.468     0.066
    2.870   -0.7052     0.470     0.066
    2.899   -0.7005     0.470     0.068
    2.929   -0.6928     0.468     0.066
    2.958   -0.6820     0.472     0.068
    2.987   -0.6681     0.472     0.068
    3.016   -0.6512     0.474     0.068
    3.046   -0.6315     0.476     0.068
    3.075   -0.6088     0.478     0.068
    3.104   -0.5834     0.480     0.066
    3.133   -0.5555     0.484     0.068
    3.163   -0.5250     0.484     0.068
    3.192   -0.4925     0.486     0.066
    3.221   -0.4582     0.490     0.068
    3.250   -0.4230     0.490     0.068
    3.280   -0.3879     0.492     0.068
    3.309   -0.3554     0.494     0.070
    3.338   -0.3301     0.490     0.074
    3.368   -0.3218     0.486     0.076
    3.397   -0.3462     0.476     0.080
    3.397   -0.3462     0.476     0.080
    3.438   -0.2643     0.500     0.072
    3.480   -0.2069     0.536     0.060
    3.521   -0.1800     0.576     0.048
    3.562   -0.1831     0.616     0.036
    3.604   -0.2095     0.652     0.024
    3.645   -0.2510     0.680     0.020
    3.686   -0.3007     0.700     0.016
    3.728   -0.3536     0.716     0.008
    3.769   -0.4068     0.728     0.004
    3.811   -0.4581     0.740     0.004
    3.852   -0.5061     0.748     0.004
    3.893   -0.5499     0.752     0.004
    3.935   -0.5889     0.760     0.000
    3.976   -0.6224     0.764     0.000
    4.018   -0.6503     0.764     0.000
    4.059   -0.6722     0.768     0.000
    4.100   -0.6880     0.772     0.000
    4.142   -0.6975     0.772     0.000
    4.183   -0.7007     0.768     0.000
    4.183   -0.7628     0.632     0.032
    4.203   -0.7548     0.632     0.036
    4.224   -0.7325     0.632     0.036
    4.244   -0.6999     0.636     0.036
    4.264   -0.6614     0.636     0.032
    4.285   -0.6202     0.640     0.032
    4.305   -0.5783     0.648     0.032
    4.326   -0.5370     0.652     0.032
    4.346   -0.4969     0.656     0.028
    4.366   -0.4583     0.668     0.028
    4.387   -0.4541     0.488     0.068
    4.407   -0.4843     0.488     0.064
    4.427   -0.5142     0.484     0.068
    4.448   -0.5437     0.484     0.068
    4.468   -0.5726     0.480     0.068
    4.488   -0.6010     0.476     0.068
    4.509   -0.6287     0.472     0.068
    4.529   -0.6556     0.472     0.064
    4.549   -0.6816     0.468     0.068
    4.570   -0.7068     0.468     0.068
    4.570   -0.5518     0.472     0.092
    4.590   -0.5511     0.468     0.092
    4.610   -0.5491     0.468     0.092
    4.631   -0.5457     0.470     0.092
    4.651   -0.5409     0.470     0.092
    4.671   -0.5349     0.470     0.088
    4.692   -0.5276     0.470     0.088
    4.712   -0.5191     0.472     0.088
    4.733   -0.4968     0.524     0.050
    4.753   -0.4536     0.530     0.048
    4.773   -0.4097     0.534     0.050
    4.794   -0.3648     0.540     0.046
    4.814   -0.3189     0.544     0.046
    4.834   -0.2718     0.550     0.046
    4.855   -0.2619     0.480     0.076
    4.875   -0.2780     0.478     0.076
    4.895   -0.2946     0.478     0.076
    4.916   -0.3116     0.478     0.080
    4.936   -0.3289     0.476     0.080
    4.956   -0.3462     0.476     0.082
 
# Band-Index:   56
    4.956   -0.3462     0.476     0.080
    4.936   -0.3289     0.474     0.080
    4.916   -0.3116     0.478     0.080
    4.895   -0.2946     0.478     0.076
    4.875   -0.2780     0.478     0.080
    4.855   -0.2619     0.482     0.076
    4.834   -0.2718     0.548     0.044
    4.814   -0.3189     0.544     0.046
    4.794   -0.3648     0.538     0.046
    4.773   -0.4097     0.534     0.048
    4.753   -0.4536     0.528     0.050
    4.733   -0.4968     0.524     0.050
    4.712   -0.5191     0.470     0.088
    4.692   -0.5276     0.470     0.088
    4.671   -0.5349     0.468     0.088
    4.651   -0.5409     0.468     0.088
    4.631   -0.5457     0.470     0.088
    4.610   -0.5491     0.472     0.088
    4.590   -0.5511     0.472     0.092
    4.570   -0.5518     0.472     0.092
    4.570   -0.7068     0.468     0.068
    4.549   -0.6816     0.468     0.068
    4.529   -0.6556     0.472     0.064
    4.509   -0.6287     0.472     0.068
    4.488   -0.6010     0.476     0.068
    4.468   -0.5726     0.480     0.068
    4.448   -0.5437     0.484     0.068
    4.427   -0.5142     0.484     0.068
    4.407   -0.4843     0.488     0.064
    4.387   -0.4541     0.488     0.068
    4.366   -0.4583     0.668     0.028
    4.346   -0.4969     0.656     0.028
    4.326   -0.5370     0.652     0.032
    4.305   -0.5783     0.648     0.032
    4.285   -0.6202     0.640     0.032
    4.264   -0.6614     0.636     0.032
    4.244   -0.6999     0.636     0.036
    4.224   -0.7325     0.632     0.036
    4.203   -0.7548     0.632     0.036
    4.183   -0.7628     0.632     0.032
    4.183   -0.7007     0.768     0.000
    4.142   -0.6975     0.772     0.000
    4.100   -0.6880     0.772     0.000
    4.059   -0.6722     0.768     0.000
    4.018   -0.6503     0.764     0.000
    3.976   -0.6224     0.764     0.000
    3.935   -0.5889     0.760     0.000
    3.893   -0.5499     0.752     0.004
    3.852   -0.5061     0.748     0.004
    3.811   -0.4581     0.740     0.004
    3.769   -0.4068     0.728     0.004
    3.728   -0.3536     0.716     0.008
    3.686   -0.3007     0.700     0.016
    3.645   -0.2510     0.680     0.020
    3.604   -0.2095     0.652     0.024
    3.562   -0.1831     0.616     0.036
    3.521   -0.1800     0.576     0.048
    3.480   -0.2069     0.536     0.060
    3.438   -0.2643     0.500     0.072
    3.397   -0.3462     0.476     0.080
    3.397   -0.3462     0.476     0.080
    3.368   -0.3218     0.486     0.076
    3.338   -0.3301     0.490     0.072
    3.309   -0.3554     0.494     0.070
    3.280   -0.3879     0.492     0.068
    3.250   -0.4230     0.492     0.068
    3.221   -0.4582     0.490     0.066
    3.192   -0.4925     0.486     0.068
    3.163   -0.5250     0.484     0.068
    3.133   -0.5555     0.482     0.068
    3.104   -0.5834     0.480     0.068
    3.075   -0.6088     0.476     0.066
    3.046   -0.6315     0.474     0.068
    3.016   -0.6512     0.474     0.068
    2.987   -0.6681     0.470     0.066
    2.958   -0.6820     0.470     0.068
    2.929   -0.6928     0.470     0.068
    2.899   -0.7005     0.470     0.068
    2.870   -0.7052     0.470     0.068
    2.841   -0.7068     0.470     0.066
    2.841   -0.7068     0.470     0.066
    2.812   -0.6201     0.516     0.056
    2.782   -0.5564     0.568     0.044
    2.753   -0.5178     0.620     0.028
    2.724   -0.5013     0.664     0.024
    2.695   -0.5007     0.692     0.016
    2.665   -0.5103     0.712     0.012
    2.636   -0.5261     0.728     0.008
    2.607   -0.5453     0.740     0.004
    2.577   -0.5662     0.748     0.008
    2.548   -0.5876     0.752     0.004
    2.519   -0.6086     0.756     0.004
    2.490   -0.6283     0.760     0.000
    2.460   -0.6464     0.764     0.000
    2.431   -0.6624     0.764     0.000
    2.402   -0.6758     0.768     0.000
    2.373   -0.6866     0.772     0.000
    2.343   -0.6944     0.772     0.000
    2.314   -0.6991     0.772     0.000
    2.285   -0.7007     0.772     0.000
    2.285   -0.7007     0.768     0.000
    2.265   -0.6936     0.776     0.000
    2.244   -0.6866     0.776     0.000
    2.224   -0.6796     0.776     0.000
    2.203   -0.6728     0.776     0.000
    2.183   -0.6661     0.776     0.000
    2.163   -0.6597     0.776     0.000
    2.142   -0.6589     0.604     0.016
    2.122   -0.7093     0.596     0.016
    2.102   -0.7614     0.588     0.016
    2.081   -0.8144     0.580     0.016
    2.061   -0.8675     0.576     0.016
    2.041   -0.9161     0.328     0.128
    2.020   -0.8358     0.320     0.136
    2.000   -0.7542     0.304     0.136
    1.980   -0.6717     0.288     0.144
    1.959   -0.6161     0.784     0.000
    1.939   -0.6145     0.784     0.000
    1.919   -0.6136     0.792     0.000
    1.898   -0.6133     0.792     0.000
    1.898   -0.6133     0.792     0.000
    1.857   -0.6294     0.232     0.120
    1.815   -0.7729     0.752     0.000
    1.774   -0.7241     0.440     0.048
    1.733   -0.6040     0.476     0.040
    1.691   -0.4883     0.508     0.036
    1.650   -0.4625     0.224     0.152
    1.609   -0.4279     0.784     0.000
    1.567   -0.4006     0.616     0.032
    1.526   -0.4537     0.600     0.032
    1.484   -0.5070     0.592     0.040
    1.443   -0.4866     0.688     0.016
    1.402   -0.4383     0.680     0.016
    1.360   -0.3892     0.656     0.024
    1.319   -0.3402     0.640     0.024
    1.277   -0.2924     0.616     0.032
    1.236   -0.2471     0.592     0.040
    1.195   -0.2234     0.496     0.080
    1.153   -0.3896     0.480     0.088
    1.112   -0.5518     0.472     0.088
    1.112   -0.5518     0.468     0.092
    1.083   -0.4765     0.472     0.088
    1.053   -0.4106     0.476     0.088
    1.024   -0.3544     0.480     0.088
    0.995   -0.3078     0.476     0.088
    0.966   -0.2799     0.588     0.040
    0.936   -0.3258     0.600     0.040
    0.907   -0.3748     0.612     0.032
    0.878   -0.4252     0.620     0.032
    0.849   -0.4756     0.624     0.032
    0.819   -0.5245     0.632     0.032
    0.790   -0.5708     0.636     0.032
    0.761   -0.6134     0.636     0.032
    0.732   -0.6517     0.636     0.032
    0.702   -0.6849     0.632     0.032
    0.673   -0.7125     0.632     0.032
    0.644   -0.7344     0.632     0.032
    0.614   -0.7501     0.632     0.032
    0.585   -0.7596     0.632     0.032
    0.556   -0.7628     0.632     0.032
    0.556   -0.7628     0.632     0.036
    0.527   -0.7320     0.624     0.032
    0.497   -0.6995     0.624     0.032
    0.468   -0.7213     0.344     0.112
    0.439   -0.6784     0.680     0.008
    0.410   -0.6493     0.672     0.016
    0.380   -0.6293     0.616     0.032
    0.351   -0.5692     0.624     0.032
    0.322   -0.5181     0.568     0.000
    0.293   -0.5547     0.264     0.144
    0.263   -0.5074     0.240     0.152
    0.234   -0.4989     0.784     0.000
    0.205   -0.5244     0.784     0.000
    0.176   -0.5472     0.784     0.000
    0.146   -0.5669     0.784     0.000
    0.117   -0.6235     0.448     0.048
    0.088   -0.7335     0.424     0.056
    0.059   -0.7322     0.232     0.120
    0.029   -0.6114     0.792     0.000
    0.000   -0.6133     0.792     0.000
 
# Band-Index:   57
    0.000   -0.4154     0.080     0.208
    0.029   -0.5594     0.224     0.128
    0.059   -0.6057     0.784     0.000
    0.088   -0.5964     0.784     0.000
    0.117   -0.5834     0.784     0.000
    0.146   -0.5232     0.472     0.048
    0.176   -0.4332     0.496     0.040
    0.205   -0.4224     0.208     0.160
    0.234   -0.4632     0.224     0.152
    0.263   -0.4709     0.784     0.000
    0.293   -0.4545     0.640     0.024
    0.322   -0.5108     0.632     0.024
    0.351   -0.5275     0.704     0.008
    0.380   -0.5777     0.696     0.008
    0.410   -0.6285     0.688     0.008
    0.439   -0.6571     0.656     0.024
    0.468   -0.6737     0.640     0.024
    0.497   -0.5442     0.368     0.112
    0.527   -0.3681     0.392     0.104
    0.556   -0.1937     0.416     0.096
    0.556   -0.1937     0.420     0.096
    0.585   -0.1933     0.416     0.096
    0.614   -0.1922     0.420     0.096
    0.644   -0.1905     0.420     0.096
    0.673   -0.1884     0.424     0.096
    0.702   -0.1863     0.424     0.096
    0.732   -0.1845     0.428     0.096
    0.761   -0.1835     0.432     0.096
    0.790   -0.1842     0.440     0.092
    0.819   -0.1871     0.444     0.092
    0.849   -0.1932     0.452     0.092
    0.878   -0.2034     0.456     0.088
    0.907   -0.2190     0.460     0.088
    0.936   -0.2409     0.468     0.088
    0.966   -0.2701     0.476     0.088
    0.995   -0.2387     0.572     0.044
    1.024   -0.2036     0.556     0.048
    1.053   -0.1755     0.532     0.056
    1.083   -0.1542     0.512     0.060
    1.112   -0.1387     0.492     0.068
    1.112   -0.1387     0.492     0.068
    1.153   -0.1690     0.528     0.056
    1.195   -0.2055     0.560     0.048
    1.236   -0.1587     0.552     0.048
    1.277   -0.1650     0.584     0.040
    1.319   -0.1671     0.612     0.032
    1.360   -0.1654     0.640     0.020
    1.402   -0.1613     0.664     0.016
    1.443   -0.1737     0.200     0.160
    1.484   -0.2363     0.776     0.000
    1.526   -0.3075     0.776     0.000
    1.567   -0.3714     0.784     0.000
    1.609   -0.3489     0.632     0.024
    1.650   -0.3764     0.536     0.028
    1.691   -0.4883     0.508     0.036
    1.733   -0.5526     0.784     0.000
    1.774   -0.5792     0.784     0.000
    1.815   -0.5981     0.784     0.000
    1.857   -0.6095     0.792     0.000
    1.898   -0.4154     0.080     0.208
    1.898   -0.4154     0.080     0.208
    1.919   -0.4450     0.136     0.192
