  #K-Path    Energy        Ti        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    4.529   10.3191     0.120     0.308
    4.509   10.2642     0.120     0.304
    4.488   10.1489     0.212     0.256
    4.468   10.0342     0.328     0.100
    4.448   10.1126     0.112     0.300
    4.427   10.0673     0.116     0.296
    4.407   10.0248     0.112     0.296
    4.387    9.9855     0.112     0.296
    4.366   10.0291     0.136     0.056
    4.346   10.1014     0.112     0.048
    4.326   10.1645     0.092     0.044
    4.305   10.2181     0.080     0.040
    4.285   10.2623     0.060     0.036
    4.264   10.2975     0.052     0.032
    4.244   10.3242     0.044     0.032
    4.224   10.3428     0.040     0.032
    4.203   10.3538     0.036     0.028
    4.183   10.3574     0.032     0.032
    4.183    9.8607     0.188     0.134
    4.142    9.8465     0.188     0.136
    4.100    9.8042     0.186     0.140
    4.059   10.0606     0.080     0.176
    4.018   10.4184     0.072     0.152
    3.976   10.7773     0.064     0.132
    3.935   11.0557     0.182     0.260
    3.893   10.7109     0.204     0.234
    3.852   10.4046     0.224     0.208
    3.811   10.1464     0.238     0.190
    3.769    9.9362     0.244     0.174
    3.728    9.7671     0.246     0.168
    3.686    9.6306     0.244     0.164
    3.645    9.5198     0.244     0.160
    3.604    9.5670     0.448     0.028
    3.562    9.7576     0.440     0.024
    3.521    9.9499     0.432     0.024
    3.480   10.1432     0.420     0.020
    3.438   10.3190     0.320     0.060
    3.397   10.4409     0.312     0.068
    3.397   10.4409     0.313     0.070
    3.368   10.3669     0.342     0.054
    3.338   10.2637     0.344     0.056
    3.309   10.1659     0.346     0.060
    3.280   10.0762     0.346     0.068
    3.250    9.9960     0.344     0.072
    3.221    9.9258     0.342     0.084
    3.192    9.8655     0.342     0.086
    3.163    9.8144     0.344     0.092
    3.133    9.7716     0.346     0.098
    3.104    9.7360     0.346     0.102
    3.075    9.7066     0.350     0.106
    3.046    9.6829     0.350     0.108
    3.016    9.6648     0.348     0.110
    2.987    9.6564     0.338     0.118
    2.958    9.7325     0.196     0.230
    2.929    9.9694     0.146     0.280
    2.899   10.1985     0.132     0.298
    2.870   10.3690     0.126     0.308
    2.841   10.4342     0.122     0.314
    2.841   10.4342     0.124     0.312
    2.812   10.3297     0.124     0.312
    2.782   10.2289     0.124     0.312
    2.753   10.1319     0.128     0.308
    2.724   10.0389     0.128     0.308
    2.695    9.9500     0.128     0.308
    2.665   10.0136     0.176     0.064
    2.636   10.3347     0.168     0.060
    2.607   10.5180     0.132     0.084
    2.577   10.4809     0.116     0.088
    2.548   10.4148     0.100     0.100
    2.519   10.3258     0.092     0.108
    2.490   10.2176     0.084     0.120
    2.460   10.0928     0.080     0.132
    2.431    9.9530     0.080     0.148
    2.402    9.8005     0.080     0.168
    2.373    9.8207     0.200     0.136
    2.343    9.8426     0.192     0.132
    2.314    9.8561     0.188     0.136
    2.285    9.8607     0.188     0.134
    2.285    9.8607     0.188     0.134
    2.265   10.0172     0.176     0.132
    2.244   10.1771     0.160     0.128
    2.224   10.3402     0.152     0.120
    2.203   10.5062     0.136     0.116
    2.183   10.6748     0.128     0.112
    2.163   10.8456     0.120     0.108
    2.142   11.0183     0.104     0.104
    2.122   11.1924     0.096     0.096
    2.102   11.3674     0.088     0.096
    2.081   11.5425     0.080     0.088
    2.061   11.6546     0.536     0.072
    2.041   11.5349     0.544     0.080
    2.020   11.4290     0.548     0.080
    2.000   11.3377     0.560     0.080
    1.980   11.2618     0.564     0.080
    1.959   11.2020     0.568     0.080
    1.939   11.1588     0.572     0.080
    1.919   11.1327     0.572     0.080
    1.898   11.1240     0.576     0.080
    1.898   11.1240     0.576     0.080
    1.857   11.1246     0.572     0.080
    1.815   11.1207     0.556     0.084
    1.774   11.2065     0.128     0.320
    1.733   10.9688     0.016     0.288
    1.691   10.8139     0.376     0.080
    1.650   10.9416     0.104     0.176
    1.609   11.0548     0.096     0.144
    1.567   11.1973     0.088     0.120
    1.526   11.2485     0.280     0.064
    1.484   11.0457     0.296     0.072
    1.443   10.8545     0.304     0.080
    1.402   10.6413     0.336     0.000
    1.360   10.3824     0.352     0.000
    1.319   10.2694     0.228     0.132
    1.277   10.5125     0.208     0.132
    1.236   10.6185     0.368     0.080
    1.195   10.8140     0.080     0.112
    1.153   11.0801     0.144     0.144
    1.112   11.1323     0.136     0.144
    1.112   11.1323     0.136     0.144
    1.083   10.9672     0.136     0.144
    1.053   10.7850     0.136     0.140
    1.024   10.5915     0.144     0.136
    0.995   10.5436     0.364     0.072
    0.966   10.6216     0.088     0.116
    0.936   10.3955     0.096     0.116
    0.907   10.3213     0.388     0.104
    0.878   10.3932     0.216     0.148
    0.849   10.1652     0.224     0.156
    0.819    9.9419     0.228     0.156
    0.790    9.7229     0.236     0.160
    0.761    9.5074     0.240     0.164
    0.732    9.2950     0.244     0.164
    0.702    9.3490     0.104     0.192
    0.673    9.6176     0.092     0.172
    0.644    9.8736     0.076     0.148
    0.614   10.1050     0.060     0.104
    0.585   10.2843     0.044     0.056
    0.556   10.3574     0.032     0.028
    0.556   10.3574     0.032     0.028
    0.527   10.4739     0.032     0.032
    0.497   10.5957     0.032     0.032
    0.468   10.5480     0.352     0.136
    0.439   10.3426     0.104     0.288
    0.410   10.2099     0.312     0.128
    0.380   10.4908     0.176     0.072
    0.351   10.8030     0.104     0.280
    0.322   10.7780     0.448     0.072
    0.293   10.7293     0.432     0.072
    0.263   10.7640     0.104     0.072
    0.234   10.8236     0.152     0.376
    0.205   10.9133     0.448     0.096
    0.176   10.9962     0.504     0.096
    0.146   11.1884     0.400     0.000
    0.117   11.1188     0.000     0.312
    0.088   11.1520     0.552     0.080
    0.059   11.1366     0.568     0.080
    0.029   11.1272     0.576     0.080
    0.000   11.1240     0.576     0.080
 
# Band-Index:  119
    0.000   11.6835     0.672     0.000
    0.029   11.6959     0.672     0.000
    0.059   11.7329     0.672     0.000
    0.088   11.4577     0.008     0.312
    0.117   11.1731     0.536     0.080
    0.146   11.1991     0.512     0.080
    0.176   11.2294     0.488     0.080
    0.205   11.1304     0.152     0.376
    0.234   10.8765     0.160     0.368
    0.263   10.8996     0.152     0.368
    0.293   10.8852     0.104     0.072
    0.322   10.9541     0.152     0.368
    0.351   10.8237     0.168     0.064
    0.380   10.6452     0.104     0.280
    0.410   10.4917     0.104     0.280
    0.439   10.4553     0.304     0.120
    0.468   10.7074     0.296     0.120
    0.497   10.7813     0.344     0.128
    0.527   11.0215     0.336     0.128
    0.556   11.1062     0.524     0.052
    0.556   11.1062     0.524     0.052
    0.585   11.1221     0.524     0.056
    0.614   11.1693     0.520     0.056
    0.644   11.1832     0.336     0.120
    0.673   11.1209     0.344     0.116
    0.702   11.0452     0.344     0.112
    0.732   10.9585     0.352     0.112
    0.761   10.8630     0.360     0.108
    0.790   10.7609     0.364     0.108
    0.819   10.6541     0.372     0.108
    0.849   10.5443     0.380     0.104
    0.878   10.4329     0.384     0.104
    0.907   10.6264     0.212     0.144
    0.936   10.8649     0.200     0.144
    0.966   10.8280     0.356     0.068
    0.995   10.8539     0.084     0.112
    1.024   11.0909     0.076     0.108
    1.053   11.3311     0.076     0.104
    1.083   11.2748     0.140     0.144
    1.112   11.1323     0.134     0.144
    1.112   11.1323     0.136     0.144
    1.153   11.0801     0.144     0.144
    1.195   10.9392     0.160     0.136
    1.236   10.7413     0.184     0.132
    1.277   10.5125     0.208     0.132
    1.319   10.3609     0.344     0.096
    1.360   10.5117     0.328     0.088
    1.402   10.6762     0.320     0.080
    1.443   10.8972     0.328     0.000
    1.484   11.1488     0.312     0.000
    1.526   11.3654     0.088     0.096
    1.567   11.3904     0.416     0.072
    1.609   11.1765     0.400     0.072
    1.650   10.9835     0.392     0.080
    1.691   10.8603     0.112     0.224
    1.733   10.9688     0.016     0.288
    1.774   11.3690     0.012     0.296
    1.815   11.7436     0.392     0.000
    1.857   11.7084     0.672     0.000
    1.898   11.6835     0.672     0.000
    1.898   11.6835     0.672     0.000
    1.919   11.6844     0.672     0.000
    1.939   11.6871     0.672     0.000
    1.959   11.6917     0.672     0.000
    1.980   11.6980     0.672     0.000
    2.000   11.7062     0.672     0.000
    2.020   11.7163     0.664     0.000
    2.041   11.7283     0.664     0.000
    2.061   11.7167     0.072     0.080
    2.081   11.7581     0.656     0.000
    2.102   11.7760     0.648     0.000
    2.122   11.7959     0.648     0.000
    2.142   11.8180     0.640     0.000
    2.163   11.8421     0.632     0.000
    2.183   11.8685     0.632     0.000
    2.203   11.8970     0.624     0.000
    2.224   11.9277     0.616     0.000
    2.244   11.9605     0.608     0.000
    2.265   11.9956     0.600     0.000
    2.285   12.0327     0.588     0.000
    2.285   12.0327     0.588     0.000
    2.314   12.0497     0.584     0.000
    2.343   12.1004     0.584     0.000
    2.373   12.1831     0.580     0.000
    2.402   12.2339     0.104     0.416
    2.431   12.0899     0.128     0.400
    2.460   11.9539     0.152     0.384
    2.490   11.8312     0.172     0.364
    2.519   11.6879     0.140     0.052
    2.548   11.3419     0.148     0.052
    2.577   11.0001     0.152     0.060
    2.607   10.6639     0.164     0.060
    2.636   10.5184     0.160     0.076
    2.665   10.4744     0.196     0.072
    2.695   10.3838     0.232     0.072
    2.724   10.2525     0.268     0.076
    2.753   10.1826     0.232     0.212
    2.782   10.3560     0.228     0.216
    2.812   10.5228     0.224     0.228
    2.841   10.4342     0.122     0.314
    2.841   10.4342     0.122     0.312
    2.870   10.3690     0.126     0.308
    2.899   10.1985     0.136     0.296
    2.929    9.9694     0.146     0.280
    2.958    9.7325     0.194     0.230
    2.987    9.6564     0.340     0.118
    3.016    9.6648     0.348     0.110
    3.046    9.6829     0.348     0.108
    3.075    9.7066     0.348     0.106
    3.104    9.7360     0.348     0.102
    3.133    9.7716     0.344     0.098
    3.163    9.8144     0.344     0.092
    3.192    9.8655     0.344     0.090
    3.221    9.9258     0.346     0.080
    3.250    9.9960     0.344     0.074
    3.280   10.0762     0.344     0.068
    3.309   10.1659     0.348     0.060
    3.338   10.2637     0.344     0.054
    3.368   10.3669     0.342     0.054
    3.397   10.4409     0.312     0.068
    3.397   10.4409     0.313     0.068
    3.438   10.3371     0.412     0.016
    3.480   10.2039     0.324     0.060
    3.521   10.0632     0.316     0.072
    3.562    9.8802     0.312     0.096
    3.604    9.6702     0.320     0.124
    3.645    9.5198     0.240     0.158
    3.686    9.6306     0.244     0.162
    3.728    9.7671     0.248     0.168
    3.769    9.9362     0.244     0.178
    3.811   10.1464     0.238     0.192
    3.852   10.4046     0.226     0.210
    3.893   10.7109     0.206     0.232
    3.935   11.0557     0.184     0.260
    3.976   11.4217     0.158     0.288
    4.018   11.7863     0.130     0.326
    4.059   12.1215     0.102     0.368
    4.100   12.1648     0.584     0.000
    4.142   12.0666     0.588     0.000
    4.183   12.0327     0.584     0.000
    4.183   11.1062     0.524     0.052
    4.203   11.1220     0.524     0.056
    4.224   11.1688     0.520     0.052
    4.244   11.1941     0.236     0.088
    4.264   11.0931     0.240     0.088
    4.285   10.9896     0.252     0.088
    4.305   10.8844     0.260     0.088
    4.326   10.7779     0.268     0.088
    4.346   10.6704     0.280     0.088
    4.366   10.5625     0.288     0.088
    4.387   10.4547     0.296     0.092
    4.407   10.3474     0.304     0.092
    4.427   10.2412     0.312     0.096
    4.448   10.1365     0.320     0.096
    4.468   10.1607     0.120     0.304
    4.488   10.2113     0.120     0.304
    4.509   10.2932     0.212     0.248
    4.529   10.4309     0.216     0.248
    4.549   10.4937     0.120     0.312
    4.570   10.4342     0.122     0.314
    4.570   11.1323     0.134     0.144
    4.590   11.1287     0.136     0.146
    4.610   11.1179     0.140     0.144
    4.631   11.1003     0.144     0.142
    4.651   11.0761     0.148     0.140
    4.671   11.0462     0.154     0.138
    4.692   11.0110     0.164     0.138
    4.712   10.9713     0.170     0.134
    4.733   10.9280     0.178     0.130
    4.753   10.8818     0.190     0.130
    4.773   10.8335     0.200     0.124
    4.794   10.7840     0.212     0.120
    4.814   10.7339     0.226     0.118
    4.834   10.6803     0.250     0.032
    4.855   10.5716     0.280     0.026
    4.875   10.4903     0.306     0.026
    4.895   10.4412     0.324     0.032
    4.916   10.4213     0.328     0.044
    4.936   10.4235     0.322     0.058
    4.956   10.4409     0.313     0.069
 
# Band-Index:  120
    4.956   10.4409     0.314     0.070
    4.936   10.4235     0.320     0.056
    4.916   10.4213     0.324     0.046
    4.895   10.4412     0.324     0.032
    4.875   10.4903     0.308     0.026
    4.855   10.5716     0.278     0.028
    4.834   10.6803     0.246     0.032
    4.814   10.7339     0.224     0.116
    4.794   10.7840     0.214     0.122
    4.773   10.8335     0.200     0.124
    4.753   10.8818     0.190     0.128
    4.733   10.9280     0.180     0.132
    4.712   10.9713     0.172     0.136
