  #K-Path    Energy        Ti        Al        Ga
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    0.085    3.8892     0.542     0.004     0.008
    0.113    3.9716     0.564     0.004     0.008
    0.141    4.0400     0.578     0.004     0.008
    0.169    4.0708     0.566     0.164     0.031
    0.198    4.0784     0.562     0.160     0.033
    0.226    4.0906     0.554     0.160     0.035
    0.254    4.0966     0.452     0.032     0.000
    0.282    4.0399     0.438     0.040     0.000
    0.310    3.9695     0.442     0.044     0.001
    0.339    3.8933     0.458     0.048     0.001
    0.367    3.8160     0.474     0.052     0.001
    0.395    3.7408     0.490     0.052     0.001
    0.423    3.6708     0.508     0.052     0.001
    0.452    3.6092     0.522     0.056     0.001
    0.480    3.5601     0.536     0.056     0.001
    0.508    3.5278     0.544     0.056     0.001
    0.536    3.5165     0.548     0.056     0.000
    0.536    3.5165     0.548     0.056     0.000
    0.564    3.5229     0.548     0.056     0.001
    0.593    3.5413     0.552     0.056     0.001
    0.621    3.5696     0.556     0.056     0.001
    0.649    3.6058     0.562     0.052     0.002
    0.677    3.6482     0.572     0.056     0.002
    0.706    3.6961     0.578     0.056     0.003
    0.734    3.7488     0.582     0.056     0.004
    0.762    3.8058     0.586     0.056     0.005
    0.790    3.8666     0.592     0.056     0.006
    0.818    3.9308     0.590     0.056     0.007
    0.847    3.9979     0.594     0.060     0.008
    0.875    4.0674     0.592     0.060     0.008
    0.903    4.1384     0.592     0.064     0.009
    0.931    4.2091     0.326     0.188     0.017
    0.960    4.1033     0.298     0.192     0.017
    0.988    4.0847     0.598     0.076     0.001
    1.016    4.1851     0.590     0.080     0.001
    1.044    4.1892     0.330     0.228     0.076
    1.072    4.1828     0.332     0.232     0.075
    1.072    4.1828     0.332     0.232     0.075
    1.112    4.1951     0.328     0.228     0.077
    1.152    4.0720     0.604     0.072     0.002
    1.192    3.9798     0.366     0.174     0.010
    1.232    4.0001     0.418     0.172     0.005
    1.272    3.9949     0.442     0.170     0.003
    1.312    4.0088     0.406     0.166     0.010
    1.352    4.0674     0.398     0.152     0.021
    1.392    4.1384     0.422     0.138     0.028
    1.432    4.1945     0.472     0.130     0.031
    1.472    4.2239     0.520     0.124     0.032
    1.512    4.2295     0.554     0.116     0.031
    1.551    4.2199     0.570     0.116     0.031
    1.591    4.2023     0.580     0.118     0.030
    1.631    4.1812     0.586     0.120     0.030
    1.671    4.1599     0.586     0.120     0.031
    1.711    4.1030     0.484     0.006     0.006
    1.751    3.9286     0.490     0.002     0.007
    1.791    3.7534     0.444     0.002     0.009
    1.831    3.7399     0.884     0.028     0.001
    1.831    3.7399     0.884     0.028     0.001
    1.851    3.7328     0.878     0.028     0.001
    1.871    3.7120     0.864     0.028     0.001
    1.891    3.6800     0.848     0.028     0.000
    1.911    3.6406     0.842     0.028     0.000
    1.930    3.5995     0.850     0.020     0.000
    1.950    3.5640     0.876     0.016     0.000
    1.970    3.5388     0.904     0.008     0.000
    1.990    3.5229     0.926     0.008     0.000
    2.010    3.5128     0.940     0.008     0.000
    2.030    3.5059     0.944     0.004     0.000
    2.050    3.5010     0.948     0.000     0.000
    2.070    3.4972     0.950     0.000     0.000
    2.090    3.4941     0.950     0.000     0.000
    2.110    3.4916     0.952     0.000     0.000
    2.130    3.4896     0.948     0.000     0.000
    2.150    3.4881     0.950     0.000     0.000
    2.170    3.4869     0.950     0.000     0.000
    2.189    3.4964     0.658     0.016     0.060
    2.209    3.4959     0.578     0.188     0.000
    2.209    3.4959     0.578     0.188     0.000
    2.238    3.4974     0.576     0.188     0.000
    2.266    3.5020     0.568     0.192     0.000
    2.294    3.5103     0.552     0.196     0.000
    2.322    3.5233     0.528     0.208     0.000
    2.350    3.5423     0.500     0.216     0.000
    2.379    3.5688     0.466     0.228     0.000
    2.407    3.6042     0.432     0.244     0.000
    2.435    3.6499     0.396     0.252     0.000
    2.463    3.7068     0.360     0.268     0.001
    2.492    3.7747     0.332     0.276     0.001
    2.520    3.8530     0.308     0.284     0.001
    2.548    3.9033     0.698     0.068     0.017
    2.576    3.8992     0.680     0.068     0.018
    2.604    3.8986     0.660     0.072     0.021
    2.633    3.8821     0.412     0.136     0.034
    2.661    3.7953     0.436     0.136     0.028
    2.689    3.8066     0.454     0.116     0.029
    2.717    3.8168     0.440     0.124     0.024
    2.746    3.8179     0.434     0.124     0.020
    2.746    3.8179     0.434     0.124     0.020
    2.774    3.8061     0.442     0.124     0.021
    2.802    3.7723     0.452     0.116     0.023
    2.830    3.7213     0.472     0.108     0.024
    2.859    3.7062     0.464     0.136     0.020
    2.887    3.7236     0.464     0.136     0.020
    2.915    3.7453     0.462     0.136     0.020
    2.943    3.7710     0.460     0.136     0.020
    2.971    3.8008     0.458     0.132     0.021
    3.000    3.8057     0.450     0.136     0.033
    3.028    3.7270     0.446     0.148     0.035
    3.056    3.6623     0.444     0.160     0.036
    3.084    3.6107     0.450     0.168     0.037
    3.113    3.5712     0.462     0.172     0.035
    3.141    3.5423     0.480     0.172     0.032
    3.169    3.5232     0.504     0.164     0.027
    3.197    3.5149     0.536     0.152     0.018
    3.225    3.5211     0.576     0.136     0.006
    3.254    3.5387     0.590     0.128     0.000
    3.282    3.5483     0.590     0.128     0.000
    3.282    3.5483     0.590     0.128     0.000
    3.322    3.5278     0.594     0.126     0.000
    3.362    3.4737     0.598     0.124     0.000
    3.402    3.4034     0.612     0.120     0.000
    3.442    3.3997     0.538     0.112     0.052
    3.481    3.4522     0.608     0.056     0.045
    3.521    3.5384     0.622     0.036     0.042
    3.561    3.6412     0.608     0.034     0.042
    3.601    3.7507     0.584     0.030     0.044
    3.641    3.8530     0.550     0.028     0.049
    3.681    3.8466     0.500     0.188     0.003
    3.721    3.7837     0.372     0.262     0.001
    3.761    3.7068     0.372     0.264     0.000
    3.801    3.6400     0.402     0.258     0.000
    3.841    3.5880     0.438     0.240     0.000
    3.881    3.5503     0.484     0.220     0.000
    3.920    3.5245     0.522     0.208     0.000
    3.960    3.5080     0.556     0.196     0.000
    4.000    3.4989     0.574     0.188     0.000
    4.040    3.4959     0.578     0.188     0.000
    4.040    3.5165     0.548     0.056     0.000
    4.060    3.5078     0.552     0.056     0.001
    4.080    3.4833     0.564     0.052     0.001
    4.100    3.4475     0.584     0.052     0.002
    4.120    3.4075     0.612     0.052     0.002
    4.140    3.4004     0.754     0.060     0.008
    4.160    3.4029     0.756     0.060     0.008
    4.180    3.4050     0.760     0.060     0.007
    4.200    3.4061     0.764     0.060     0.006
    4.220    3.4212     0.450     0.132     0.019
    4.239    3.4461     0.450     0.132     0.019
    4.259    3.4738     0.450     0.136     0.018
    4.279    3.5125     0.482     0.132     0.015
    4.299    3.5752     0.470     0.132     0.015
    4.319    3.6356     0.460     0.132     0.016
    4.339    3.6920     0.454     0.128     0.017
    4.359    3.7420     0.446     0.132     0.018
    4.379    3.7821     0.440     0.128     0.019
    4.399    3.8086     0.436     0.124     0.020
    4.419    3.8179     0.434     0.124     0.020
    4.419    4.1828     0.332     0.232     0.075
    4.439    4.1776     0.332     0.228     0.074
    4.459    4.1606     0.336     0.220     0.072
    4.478    4.1288     0.350     0.204     0.067
    4.498    4.0791     0.380     0.180     0.062
    4.518    4.0124     0.416     0.156     0.058
    4.538    3.9332     0.456     0.132     0.057
    4.558    3.8470     0.496     0.112     0.056
    4.578    3.7579     0.526     0.100     0.056
    4.598    3.6894     0.510     0.118     0.004
    4.618    3.6434     0.548     0.102     0.003
    4.638    3.5891     0.582     0.088     0.002
    4.658    3.5276     0.606     0.076     0.002
    4.678    3.4606     0.628     0.068     0.002
    4.698    3.4363     0.430     0.208     0.055
    4.718    3.4522     0.570     0.128     0.000
    4.737    3.4891     0.574     0.128     0.000
    4.757    3.5198     0.584     0.128     0.000
    4.777    3.5408     0.588     0.128     0.000
    4.797    3.5483     0.590     0.128     0.000
 
# Band-Index:   98
    4.797    4.0133     0.450     0.140     0.000
    4.777    4.0218     0.452     0.140     0.000
    4.757    4.0459     0.456     0.140     0.000
    4.737    4.0817     0.462     0.140     0.000
    4.718    4.1257     0.472     0.140     0.000
    4.698    4.1442     0.448     0.104     0.024
    4.678    4.0948     0.448     0.100     0.023
    4.658    4.0478     0.446     0.104     0.022
    4.638    4.0034     0.448     0.104     0.022
    4.618    3.9620     0.446     0.108     0.021
    4.598    3.9239     0.446     0.104     0.021
    4.578    3.8892     0.446     0.104     0.020
    4.558    3.8581     0.444     0.104     0.020
    4.538    3.9339     0.610     0.080     0.000
    4.518    4.0254     0.596     0.084     0.000
    4.498    4.1134     0.586     0.084     0.000
    4.478    4.1952     0.578     0.088     0.000
    4.459    4.2659     0.576     0.088     0.000
    4.439    4.3169     0.578     0.088     0.000
    4.419    4.3362     0.580     0.084     0.000
    4.419    3.9180     0.574     0.076     0.034
    4.399    3.9262     0.574     0.080     0.035
    4.379    3.9485     0.574     0.076     0.036
    4.359    3.9805     0.574     0.080     0.037
    4.339    4.0187     0.578     0.076     0.039
    4.319    4.0601     0.584     0.072     0.040
    4.299    4.1029     0.594     0.068     0.041
    4.279    4.1453     0.608     0.064     0.043
    4.259    4.1861     0.626     0.052     0.044
    4.239    4.2241     0.646     0.048     0.044
    4.220    4.2585     0.666     0.040     0.044
    4.200    4.2891     0.686     0.032     0.044
    4.180    4.3157     0.706     0.024     0.044
    4.160    4.3387     0.722     0.020     0.043
    4.140    4.3585     0.736     0.016     0.043
    4.120    4.3758     0.750     0.012     0.042
    4.100    4.3909     0.760     0.012     0.042
    4.080    4.3909     0.574     0.112     0.009
    4.060    4.3897     0.572     0.112     0.009
    4.040    4.3893     0.574     0.108     0.009
    4.040    3.5085     0.662     0.016     0.060
    4.000    3.5174     0.658     0.016     0.061
    3.960    3.5435     0.644     0.018     0.061
    3.920    3.5864     0.624     0.020     0.063
    3.881    3.6449     0.600     0.024     0.065
    3.841    3.7175     0.572     0.028     0.068
    3.801    3.7999     0.534     0.032     0.071
    3.761    3.8804     0.506     0.034     0.072
    3.721    3.9051     0.720     0.070     0.017
    3.681    3.8973     0.600     0.124     0.016
    3.641    3.8645     0.588     0.130     0.003
    3.601    3.7679     0.540     0.060     0.021
    3.561    3.7530     0.646     0.086     0.002
    3.521    3.7788     0.618     0.094     0.002
    3.481    3.8100     0.592     0.104     0.002
    3.442    3.8491     0.562     0.114     0.001
    3.402    3.8967     0.528     0.122     0.001
    3.362    3.9489     0.492     0.130     0.001
    3.322    3.9943     0.462     0.136     0.000
    3.282    4.0133     0.450     0.140     0.000
    3.282    4.0133     0.450     0.140     0.000
    3.254    4.0034     0.458     0.136     0.000
    3.225    3.9761     0.474     0.132     0.000
    3.197    3.9379     0.500     0.128     0.001
    3.169    3.8968     0.530     0.124     0.001
    3.141    3.8597     0.560     0.116     0.001
    3.113    3.8323     0.586     0.112     0.002
    3.084    3.8183     0.610     0.108     0.002
    3.056    3.8196     0.626     0.100     0.002
    3.028    3.8364     0.634     0.096     0.003
    3.000    3.8345     0.456     0.128     0.021
    2.971    3.8982     0.458     0.124     0.030
    2.943    3.9463     0.656     0.088     0.017
    2.915    3.9335     0.642     0.084     0.020
    2.887    3.9257     0.626     0.084     0.024
    2.859    3.9214     0.610     0.080     0.028
    2.830    3.9193     0.596     0.080     0.031
    2.802    3.9184     0.582     0.080     0.033
    2.774    3.9181     0.580     0.076     0.034
    2.746    3.9180     0.574     0.076     0.034
    2.746    3.9180     0.574     0.076     0.034
    2.717    3.9163     0.578     0.076     0.033
    2.689    3.9116     0.594     0.080     0.031
    2.661    3.9060     0.614     0.076     0.027
    2.633    3.9012     0.638     0.076     0.024
    2.604    3.9835     0.386     0.132     0.042
    2.576    4.0328     0.290     0.288     0.001
    2.548    3.9398     0.294     0.288     0.001
    2.520    3.9114     0.714     0.064     0.015
    2.492    3.9243     0.728     0.064     0.015
    2.463    3.8895     0.534     0.040     0.070
    2.435    3.8117     0.564     0.036     0.067
    2.407    3.7430     0.594     0.032     0.063
    2.379    3.6834     0.616     0.028     0.060
    2.350    3.6323     0.638     0.024     0.058
    2.322    3.5894     0.650     0.020     0.057
    2.294    3.5547     0.664     0.020     0.056
    2.266    3.5289     0.668     0.016     0.057
    2.238    3.5133     0.664     0.016     0.060
    2.209    3.5085     0.662     0.016     0.060
    2.209    3.5085     0.662     0.016     0.060
    2.189    3.4986     0.578     0.188     0.000
    2.170    3.5067     0.574     0.188     0.000
    2.150    3.5202     0.566     0.196     0.001
    2.130    3.5393     0.550     0.200     0.001
    2.110    3.5641     0.536     0.208     0.002
    2.090    3.5946     0.522     0.220     0.002
    2.070    3.6308     0.504     0.228     0.003
    2.050    3.6724     0.486     0.240     0.004
    2.030    3.7189     0.466     0.252     0.005
    2.010    3.7697     0.456     0.260     0.006
    1.990    3.8235     0.444     0.268     0.007
    1.970    3.8792     0.436     0.280     0.008
    1.950    3.9348     0.432     0.284     0.009
    1.930    3.9885     0.430     0.292     0.010
    1.911    4.0377     0.432     0.296     0.011
    1.891    4.0800     0.436     0.300     0.012
    1.871    4.1127     0.442     0.304     0.012
    1.851    4.1335     0.442     0.304     0.012
    1.831    4.1125     0.582     0.126     0.032
    1.831    4.1125     0.584     0.126     0.032
    1.791    4.1011     0.550     0.176     0.027
    1.751    4.1071     0.544     0.190     0.027
    1.711    4.1407     0.586     0.122     0.031
    1.671    4.2055     0.524     0.186     0.036
    1.631    4.2977     0.504     0.178     0.043
    1.591    4.4097     0.486     0.138     0.058
    1.551    4.4771     0.418     0.032     0.000
    1.512    4.5011     0.428     0.152     0.049
    1.472    4.5143     0.396     0.156     0.051
    1.432    4.5239     0.360     0.164     0.054
    1.392    4.5275     0.326     0.170     0.060
    1.352    4.5166     0.302     0.178     0.066
    1.312    4.4848     0.292     0.194     0.070
    1.272    4.4340     0.294     0.212     0.077
    1.232    4.3654     0.294     0.226     0.083
    1.192    4.2917     0.308     0.230     0.083
    1.152    4.2320     0.320     0.232     0.079
    1.112    4.2349     0.586     0.080     0.001
    1.072    4.3362     0.580     0.084     0.000
    1.072    4.3362     0.580     0.084     0.000
    1.044    4.2799     0.582     0.084     0.001
    1.016    4.2100     0.326     0.228     0.077
    0.988    4.2497     0.314     0.224     0.080
    0.960    4.2815     0.586     0.068     0.009
    0.931    4.2103     0.590     0.064     0.009
    0.903    4.2989     0.356     0.176     0.017
    0.875    4.3628     0.406     0.160     0.016
    0.847    4.3774     0.524     0.144     0.017
    0.818    4.3780     0.540     0.144     0.020
    0.790    4.3854     0.544     0.140     0.022
    0.762    4.3971     0.548     0.136     0.024
    0.734    4.4085     0.554     0.128     0.023
    0.706    4.4139     0.562     0.116     0.018
    0.677    4.4119     0.568     0.112     0.014
    0.649    4.4062     0.570     0.112     0.012
    0.621    4.3997     0.572     0.108     0.010
    0.593    4.3942     0.572     0.108     0.010
    0.564    4.3905     0.572     0.108     0.009
    0.536    4.3893     0.574     0.108     0.009
    0.536    4.3893     0.574     0.108     0.009
    0.508    4.3634     0.578     0.112     0.009
    0.480    4.3028     0.592     0.112     0.007
    0.452    4.2299     0.600     0.112     0.006
    0.423    4.1563     0.606     0.116     0.006
    0.395    4.0895     0.594     0.120     0.006
    0.367    4.0419     0.546     0.132     0.010
    0.339    4.0480     0.422     0.156     0.021
    0.310    4.1273     0.358     0.156     0.035
    0.282    4.1308     0.528     0.164     0.039
    0.254    4.1078     0.544     0.160     0.037
    0.226    4.1272     0.496     0.020     0.002
    0.198    4.1237     0.550     0.012     0.006
    0.169    4.0920     0.576     0.008     0.008
    0.141    4.0676     0.568     0.168     0.030
    0.113    4.0688     0.566     0.168     0.029
    0.085    4.0745     0.564     0.172     0.028
    0.056    4.0850     0.560     0.172     0.027
    0.028    4.1001     0.560     0.164     0.028
    0.000    4.1125     0.582     0.122     0.032
 
# Band-Index:   99
    0.000    4.1125     0.582     0.122     0.032
    0.028    4.1190     0.584     0.124     0.032
    0.056    4.1379     0.584     0.120     0.033
    0.085    4.1667     0.584     0.116     0.034
    0.113    4.2023     0.582     0.112     0.036
    0.141    4.2404     0.580     0.108     0.039
    0.169    4.2764     0.570     0.104     0.043
    0.198    4.3037     0.552     0.104     0.047
    0.226    4.3127     0.514     0.108     0.050
    0.254    4.2892     0.454     0.120     0.050
    0.282    4.2231     0.388     0.144     0.045
    0.310    4.1603     0.506     0.168     0.041
    0.339    4.1971     0.478     0.176     0.044
    0.367    4.2420     0.450     0.184     0.046
    0.395    4.2951     0.414     0.192     0.048
    0.423    4.3554     0.378     0.204     0.049
    0.452    4.4044     0.772     0.008     0.042
    0.480    4.4106     0.772     0.008     0.042
    0.508    4.4144     0.776     0.008     0.042
    0.536    4.4157     0.774     0.008     0.042
    0.536    4.4157     0.774     0.008     0.042
    0.564    4.4324     0.766     0.008     0.042
    0.593    4.4813     0.752     0.008     0.043
    0.621    4.5164     0.346     0.220     0.040
    0.649    4.5002     0.380     0.212     0.036
    0.677    4.4832     0.412     0.200     0.031
    0.706    4.4685     0.440     0.192     0.024
    0.734    4.4599     0.460     0.172     0.016
    0.762    4.4557     0.472     0.164     0.013
    0.790    4.4501     0.468     0.160     0.012
    0.818    4.4377     0.452     0.164     0.012
    0.847    4.4141     0.438     0.168     0.013
    0.875    4.3972     0.520     0.164     0.012
    0.903    4.4194     0.520     0.160     0.010
    0.931    4.3919     0.306     0.212     0.084
    0.960    4.3110     0.310     0.220     0.082
    0.988    4.3501     0.580     0.072     0.008
    1.016    4.4120     0.574     0.072     0.007
    1.044    4.4590     0.570     0.076     0.004
    1.072    4.4775     0.570     0.076     0.003
    1.072    4.4775     0.568     0.076     0.003
    1.112    4.4786     0.566     0.076     0.003
    1.152    4.4818     0.560     0.076     0.003
    1.192    4.4871     0.556     0.074     0.003
    1.232    4.4943     0.548     0.072     0.003
    1.272    4.5032     0.538     0.070     0.002
    1.312    4.5131     0.524     0.068     0.002
    1.352    4.5230     0.508     0.066     0.002
    1.392    4.5310     0.488     0.062     0.002
    1.432    4.5342     0.470     0.056     0.001
    1.472    4.5288     0.446     0.048     0.001
    1.512    4.5107     0.430     0.040     0.000
    1.551    4.4795     0.458     0.128     0.054
    1.591    4.4273     0.414     0.022     0.000
    1.631    4.3578     0.424     0.016     0.001
    1.671    4.2535     0.454     0.010     0.004
    1.711    4.1416     0.538     0.192     0.030
    1.751    4.1256     0.586     0.122     0.031
    1.791    4.1159     0.584     0.124     0.032
    1.831    4.1125     0.584     0.126     0.032
    1.831    4.1125     0.582     0.126     0.032
    1.851    4.1443     0.562     0.114     0.031
    1.871    4.2224     0.526     0.106     0.031
    1.891    4.3221     0.498     0.094     0.032
    1.911    4.3620     0.532     0.000     0.000
    1.930    4.3583     0.800     0.004     0.046
    1.950    4.3523     0.800     0.004     0.046
    1.970    4.3460     0.804     0.004     0.046
    1.990    4.3396     0.804     0.008     0.046
    2.010    4.3329     0.804     0.008     0.046
    2.030    4.3260     0.808     0.008     0.046
    2.050    4.3187     0.808     0.008     0.047
    2.070    4.3107     0.810     0.008     0.047
    2.090    4.3018     0.804     0.008     0.049
    2.110    4.2918     0.802     0.008     0.050
    2.130    4.2806     0.796     0.012     0.051
    2.150    4.2688     0.788     0.012     0.053
    2.170    4.2577     0.780     0.008     0.054
    2.189    4.2494     0.772     0.008     0.055
    2.209    4.2463     0.770     0.008     0.055
    2.209    4.2463     0.770     0.008     0.055
    2.238    4.2380     0.770     0.012     0.053
    2.266    4.2131     0.768     0.020     0.047
    2.294    4.1744     0.762     0.032     0.039
    2.322    4.1283     0.758     0.036     0.031
    2.350    4.0813     0.752     0.044     0.025
    2.379    4.0374     0.752     0.048     0.021
    2.407    3.9991     0.748     0.052     0.018
    2.435    3.9675     0.742     0.056     0.016
    2.463    3.9427     0.738     0.060     0.015
    2.492    3.9753     0.496     0.044     0.075
    2.520    4.0626     0.448     0.052     0.079
    2.548    4.1218     0.382     0.080     0.076
    2.576    4.0832     0.358     0.120     0.056
    2.604    4.1288     0.294     0.284     0.002
    2.633    4.2242     0.308     0.272     0.002
    2.661    4.3130     0.570     0.080     0.026
    2.689    4.3023     0.576     0.092     0.017
    2.717    4.2939     0.584     0.100     0.009
    2.746    4.2906     0.590     0.108     0.006
    2.746    4.2906     0.590     0.108     0.006
    2.774    4.2870     0.590     0.104     0.006
    2.802    4.2718     0.590     0.108     0.007
    2.830    4.2339     0.588     0.112     0.006
    2.859    4.1728     0.594     0.112     0.005
    2.887    4.1024     0.606     0.104     0.005
    2.915    4.0325     0.616     0.100     0.004
    2.943    3.9682     0.626     0.096     0.004
    2.971    3.9125     0.634     0.096     0.003
    3.000    3.8680     0.638     0.096     0.003
    3.028    3.8723     0.454     0.128     0.021
    3.056    3.9140     0.454     0.128     0.021
    3.084    3.9598     0.450     0.128     0.021
    3.113    4.0099     0.446     0.128     0.022
    3.141    4.0644     0.440     0.124     0.022
    3.169    4.1236     0.436     0.124     0.023
    3.197    4.1876     0.436     0.120     0.025
    3.225    4.2558     0.436     0.112     0.028
    3.254    4.3233     0.450     0.096     0.034
    3.282    4.3612     0.470     0.080     0.041
    3.282    4.3612     0.470     0.080     0.041
    3.322    4.3058     0.446     0.102     0.033
    3.362    4.2545     0.448     0.108     0.029
    3.402    4.2438     0.448     0.110     0.028
    3.442    4.1609     0.572     0.116     0.005
    3.481    4.0610     0.600     0.110     0.005
    3.521    3.9810     0.626     0.104     0.006
    3.561    3.9227     0.652     0.098     0.006
    3.601    3.8855     0.666     0.092     0.008
    3.641    3.8738     0.584     0.078     0.024
    3.681    3.9229     0.518     0.032     0.058
    3.721    3.9319     0.498     0.032     0.067
    3.761    3.9342     0.744     0.058     0.019
    3.801    3.9756     0.754     0.050     0.022
    3.841    4.0254     0.756     0.046     0.026
    3.881    4.0803     0.760     0.040     0.031
    3.920    4.1369     0.764     0.032     0.037
    3.960    4.1899     0.764     0.022     0.044
    4.000    4.2305     0.770     0.014     0.052
    4.040    4.2463     0.770     0.008     0.055
    4.040    4.4157     0.774     0.008     0.042
    4.060    4.4123     0.774     0.008     0.042
    4.080    4.4034     0.768     0.008     0.042
    4.100    4.3922     0.572     0.112     0.009
    4.120    4.3928     0.570     0.112     0.008
    4.140    4.3919     0.572     0.112     0.008
    4.160    4.3892     0.572     0.112     0.008
    4.180    4.3842     0.570     0.112     0.007
    4.200    4.3772     0.572     0.112     0.007
    4.220    4.3685     0.574     0.112     0.007
    4.239    4.3585     0.574     0.112     0.006
    4.259    4.3476     0.578     0.112     0.006
    4.279    4.3366     0.578     0.112     0.006
    4.299    4.3259     0.580     0.108     0.006
    4.319    4.3160     0.584     0.108     0.006
    4.339    4.3073     0.586     0.108     0.006
    4.359    4.3002     0.586     0.108     0.006
    4.379    4.2950     0.586     0.108     0.006
    4.399    4.2917     0.588     0.108     0.006
    4.419    4.2906     0.590     0.108     0.006
    4.419    4.4775     0.568     0.076     0.003
    4.439    4.4731     0.568     0.076     0.003
    4.459    4.4605     0.562     0.078     0.003
    4.478    4.4410     0.556     0.080     0.004
    4.498    4.4164     0.548     0.084     0.004
    4.518    4.3894     0.530     0.090     0.005
    4.538    4.3628     0.508     0.096     0.006
    4.558    4.3394     0.484     0.104     0.007
    4.578    4.3218     0.454     0.116     0.008
    4.598    4.3115     0.426     0.128     0.009
    4.618    4.3092     0.404     0.138     0.010
    4.638    4.3146     0.386     0.144     0.010
    4.658    4.2799     0.482     0.140     0.000
    4.678    4.2266     0.478     0.140     0.000
    4.698    4.1747     0.476     0.140     0.000
    4.718    4.1954     0.452     0.100     0.026
    4.737    4.2473     0.452     0.096     0.028
    4.757    4.2979     0.458     0.096     0.031
    4.777    4.3413     0.466     0.084     0.037
    4.797    4.3612     0.470     0.080     0.041
 
# Band-Index:  100
    4.797    4.4138     0.468     0.196     0.103
    4.777    4.4134     0.468     0.196     0.103
    4.757    4.4122     0.466     0.196     0.103
    4.737    4.4102     0.468     0.196     0.102
    4.718    4.3957     0.372     0.156     0.009
    4.698    4.3682     0.368     0.156     0.009
    4.678    4.3451     0.372     0.156     0.010
    4.658    4.3269     0.376     0.150     0.010
    4.638    4.3146     0.386     0.144     0.010
    4.618    4.3092     0.404     0.138     0.010
    4.598    4.3115     0.426     0.128     0.009
    4.578    4.3218     0.454     0.116     0.008
    4.558    4.3394     0.484     0.104     0.007
    4.538    4.3628     0.508     0.096     0.006
    4.518    4.3894     0.530     0.090     0.005
    4.498    4.4164     0.548     0.084     0.004
    4.478    4.4410     0.556     0.080     0.004
    4.459    4.4605     0.562     0.078     0.003
    4.439    4.4731     0.568     0.076     0.003
    4.419    4.4775     0.568     0.076     0.003
    4.419    4.4854     0.448     0.208     0.000
    4.399    4.4909     0.444     0.208     0.001
    4.379    4.5061     0.432     0.212     0.006
    4.359    4.5272     0.414     0.216     0.011
    4.339    4.5497     0.398     0.220     0.018
    4.319    4.5696     0.384     0.224     0.024
    4.299    4.5844     0.370     0.220     0.030
    4.279    4.5932     0.360     0.224     0.034
    4.259    4.5967     0.352     0.224     0.037
    4.239    4.5958     0.344     0.228     0.039
    4.220    4.5917     0.334     0.224     0.041
    4.200    4.5855     0.328     0.228     0.042
    4.180    4.5782     0.318     0.232     0.043
    4.160    4.5703     0.312     0.236     0.044
    4.140    4.5626     0.304     0.232     0.044
    4.120    4.5556     0.300     0.236     0.045
    4.100    4.5498     0.294     0.236     0.045
    4.080    4.5454     0.292     0.236     0.045
    4.060    4.5426     0.290     0.240     0.046
    4.040    4.5417     0.290     0.240     0.046
    4.040    4.4992     0.712     0.000     0.000
    4.000    4.4551     0.694     0.028     0.000
    3.960    4.3841     0.690     0.044     0.000
    3.920    4.3162     0.690     0.052     0.000
    3.881    4.2556     0.694     0.058     0.000
    3.841    4.2031     0.698     0.062     0.000
    3.801    4.1595     0.696     0.068     0.000
    3.761    4.1260     0.696     0.070     0.000
    3.721    4.1037     0.696     0.074     0.000
    3.681    4.0939     0.696     0.080     0.000
    3.641    4.0976     0.686     0.082     0.001
    3.601    4.1149     0.678     0.086     0.001
    3.561    4.1447     0.658     0.094     0.001
    3.521    4.1858     0.632     0.098     0.002
    3.481    4.2368     0.604     0.104     0.002
    3.442    4.2667     0.442     0.110     0.029
    3.402    4.2760     0.550     0.120     0.005
    3.362    4.3962     0.524     0.120     0.005
    3.322    4.4253     0.458     0.196     0.100
    3.282    4.4138     0.468     0.196     0.103
    3.282    4.4138     0.468     0.196     0.103
    3.254    4.4194     0.464     0.196     0.102
    3.225    4.4369     0.458     0.196     0.101
    3.197    4.3882     0.530     0.116     0.003
    3.169    4.3191     0.562     0.112     0.003
    3.141    4.2493     0.588     0.108     0.004
    3.113    4.1831     0.612     0.108     0.004
    3.084    4.1230     0.634     0.104     0.005
    3.056    4.0707     0.650     0.096     0.006
    3.028    4.0270     0.664     0.096     0.008
    3.000    3.9920     0.666     0.092     0.010
    2.971    3.9654     0.664     0.088     0.013
    2.943    4.0039     0.462     0.116     0.028
    2.915    4.1217     0.466     0.104     0.026
    2.887    4.2505     0.468     0.096     0.025
    2.859    4.3751     0.528     0.128     0.001
    2.830    4.3883     0.516     0.144     0.000
    2.802    4.4224     0.488     0.168     0.000
    2.774    4.4652     0.462     0.196     0.000
    2.746    4.4854     0.448     0.208     0.000
    2.746    4.4854     0.448     0.208     0.000
    2.717    4.4585     0.414     0.220     0.001
    2.689    4.3956     0.368     0.244     0.001
    2.661    4.3148     0.330     0.264     0.002
    2.633    4.3234     0.570     0.064     0.035
    2.604    4.3323     0.574     0.056     0.040
    2.576    4.3394     0.586     0.048     0.043
    2.548    4.3451     0.598     0.040     0.043
    2.520    4.3499     0.616     0.036     0.042
    2.492    4.3543     0.630     0.032     0.040
    2.463    4.3585     0.644     0.024     0.038
    2.435    4.3629     0.658     0.024     0.035
    2.407    4.3678     0.666     0.024     0.032
    2.379    4.3737     0.678     0.024     0.028
    2.350    4.3814     0.684     0.024     0.024
