  #K-Path    Energy        Ti        Ga        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    4.063   -1.4132     0.332     0.002     0.101
    4.105   -1.3909     0.340     0.001     0.101
    4.146   -1.3769     0.340     0.000     0.100
    4.187   -1.3721     0.344     0.000     0.102
    4.187   -0.9752     0.576     0.005     0.054
    4.208   -0.9791     0.568     0.005     0.053
    4.228   -0.9858     0.456     0.012     0.061
    4.249   -0.9622     0.456     0.014     0.062
    4.269   -0.9439     0.456     0.013     0.063
    4.289   -0.9289     0.456     0.013     0.063
    4.310   -0.9155     0.456     0.013     0.063
    4.330   -0.9026     0.456     0.012     0.064
    4.350   -0.8897     0.456     0.012     0.064
    4.371   -0.8762     0.464     0.011     0.064
    4.391   -0.8620     0.464     0.011     0.064
    4.412   -0.8470     0.464     0.011     0.066
    4.432   -0.8311     0.464     0.010     0.063
    4.452   -0.8143     0.464     0.010     0.064
    4.473   -0.7967     0.472     0.009     0.065
    4.493   -0.7785     0.472     0.008     0.064
    4.514   -0.7600     0.472     0.007     0.064
    4.534   -0.7422     0.472     0.005     0.065
    4.554   -0.7273     0.472     0.002     0.065
    4.575   -0.7208     0.472     0.000     0.067
    4.575   -0.6061     0.464     0.051     0.064
    4.595   -0.6054     0.464     0.051     0.064
    4.616   -0.6032     0.468     0.051     0.064
    4.636   -0.5996     0.468     0.050     0.065
    4.656   -0.5945     0.468     0.048     0.065
    4.677   -0.5877     0.468     0.044     0.065
    4.697   -0.5734     0.520     0.003     0.052
    4.717   -0.5334     0.528     0.036     0.034
    4.738   -0.4917     0.528     0.035     0.034
    4.758   -0.4495     0.536     0.034     0.033
    4.779   -0.4249     0.532     0.009     0.046
    4.799   -0.3807     0.540     0.011     0.044
    4.819   -0.3362     0.540     0.015     0.041
    4.840   -0.2981     0.516     0.030     0.044
    4.860   -0.3002     0.484     0.028     0.060
    4.881   -0.3134     0.480     0.023     0.066
    4.901   -0.3270     0.480     0.017     0.070
    4.921   -0.3394     0.480     0.011     0.073
    4.942   -0.3488     0.476     0.004     0.077
    4.962   -0.3525     0.476     0.000     0.080
 
# Band-Index:   60
    4.962   -0.3501     0.480     0.000     0.080
    4.942   -0.3429     0.480     0.000     0.080
    4.921   -0.3287     0.480     0.000     0.080
    4.901   -0.3128     0.480     0.000     0.078
    4.881   -0.2967     0.480     0.000     0.076
    4.860   -0.2809     0.480     0.000     0.076
    4.840   -0.2713     0.552     0.030     0.031
    4.819   -0.3175     0.544     0.031     0.032
    4.799   -0.3625     0.544     0.032     0.032
    4.779   -0.4064     0.536     0.033     0.033
    4.758   -0.4442     0.480     0.006     0.084
    4.738   -0.4848     0.528     0.003     0.050
    4.717   -0.5292     0.528     0.003     0.050
    4.697   -0.5509     0.472     0.000     0.088
    4.677   -0.5582     0.472     0.000     0.088
    4.656   -0.5642     0.472     0.000     0.088
    4.636   -0.5689     0.472     0.000     0.088
    4.616   -0.5723     0.472     0.000     0.090
    4.595   -0.5744     0.472     0.000     0.090
    4.575   -0.5751     0.472     0.000     0.090
    4.575   -0.7131     0.472     0.000     0.066
    4.554   -0.7038     0.472     0.007     0.064
    4.534   -0.6835     0.472     0.015     0.060
    4.514   -0.6591     0.472     0.020     0.060
    4.493   -0.6327     0.472     0.022     0.057
    4.473   -0.6050     0.480     0.024     0.056
    4.452   -0.5765     0.480     0.026     0.057
    4.432   -0.5472     0.480     0.027     0.057
    4.412   -0.5175     0.480     0.028     0.055
    4.391   -0.4875     0.488     0.029     0.055
    4.371   -0.4824     0.664     0.001     0.028
    4.350   -0.5210     0.656     0.000     0.031
    4.330   -0.5613     0.656     0.000     0.032
    4.310   -0.6031     0.648     0.001     0.032
    4.289   -0.6456     0.640     0.001     0.033
    4.269   -0.6877     0.632     0.002     0.034
    4.249   -0.7277     0.632     0.004     0.032
    4.228   -0.7621     0.632     0.006     0.031
    4.208   -0.7862     0.632     0.008     0.029
    4.187   -0.7951     0.632     0.009     0.028
    4.187   -0.7301     0.776     0.000     0.000
    4.146   -0.7269     0.768     0.000     0.000
    4.105   -0.7172     0.768     0.000     0.000
    4.063   -0.7011     0.768     0.000     0.000
    4.022   -0.6787     0.768     0.000     0.000
    3.980   -0.6502     0.764     0.000     0.000
    3.939   -0.6159     0.760     0.000     0.002
    3.897   -0.5761     0.756     0.000     0.004
    3.856   -0.5313     0.748     0.000     0.004
    3.815   -0.4822     0.740     0.000     0.006
    3.773   -0.4297     0.732     0.000     0.008
    3.732   -0.3753     0.720     0.000     0.010
    3.690   -0.3210     0.704     0.000     0.014
    3.649   -0.2699     0.684     0.000     0.019
    3.607   -0.2269     0.656     0.000     0.026
    3.566   -0.1987     0.620     0.000     0.036
    3.525   -0.1936     0.580     0.000     0.048
    3.483   -0.2182     0.540     0.000     0.060
    3.442   -0.2732     0.508     0.000     0.071
    3.400   -0.3501     0.480     0.000     0.080
    3.400   -0.3501     0.480     0.000     0.080
    3.371   -0.3286     0.488     0.000     0.076
    3.342   -0.3371     0.496     0.000     0.072
    3.313   -0.3620     0.496     0.000     0.069
    3.283   -0.3942     0.496     0.000     0.068
    3.254   -0.4290     0.496     0.000     0.066
    3.225   -0.4641     0.496     0.000     0.067
    3.195   -0.4983     0.488     0.000     0.068
    3.166   -0.5308     0.488     0.000     0.067
    3.137   -0.5612     0.488     0.000     0.067
    3.107   -0.5893     0.480     0.000     0.067
    3.078   -0.6148     0.480     0.000     0.067
    3.049   -0.6375     0.480     0.000     0.067
    3.020   -0.6573     0.480     0.000     0.067
    2.990   -0.6743     0.472     0.000     0.067
    2.961   -0.6882     0.472     0.000     0.066
    2.932   -0.6991     0.472     0.000     0.066
    2.902   -0.7069     0.472     0.000     0.066
    2.873   -0.7116     0.472     0.000     0.066
    2.844   -0.7131     0.472     0.000     0.066
    2.844   -0.7131     0.472     0.000     0.066
    2.815   -0.6319     0.520     0.000     0.054
    2.785   -0.5706     0.576     0.000     0.041
    2.756   -0.5348     0.624     0.000     0.029
    2.727   -0.5208     0.664     0.001     0.020
    2.697   -0.5223     0.696     0.001     0.014
    2.668   -0.5335     0.720     0.001     0.009
    2.639   -0.5504     0.728     0.001     0.008
    2.610   -0.5706     0.744     0.000     0.004
    2.580   -0.5924     0.752     0.000     0.004
    2.551   -0.6144     0.752     0.000     0.004
    2.522   -0.6359     0.760     0.000     0.003
    2.492   -0.6562     0.760     0.000     0.000
    2.463   -0.6747     0.768     0.000     0.000
    2.434   -0.6910     0.768     0.000     0.000
    2.405   -0.7047     0.768     0.000     0.000
    2.375   -0.7157     0.768     0.000     0.000
    2.346   -0.7237     0.768     0.000     0.000
    2.317   -0.7285     0.768     0.000     0.000
    2.287   -0.7301     0.776     0.000     0.000
    2.287   -0.7301     0.776     0.000     0.000
    2.267   -0.7324     0.768     0.000     0.000
    2.247   -0.7373     0.768     0.001     0.000
    2.226   -0.7428     0.768     0.001     0.000
    2.206   -0.7485     0.768     0.001     0.000
    2.185   -0.7541     0.768     0.001     0.000
    2.165   -0.7595     0.768     0.001     0.000
    2.145   -0.7647     0.768     0.001     0.000
    2.124   -0.7697     0.768     0.002     0.000
    2.104   -0.7743     0.760     0.002     0.000
    2.083   -0.8041     0.588     0.006     0.015
    2.063   -0.8527     0.580     0.005     0.016
    2.043   -0.8908     0.512     0.008     0.041
    2.022   -0.8518     0.320     0.029     0.116
    2.002   -0.7918     0.760     0.002     0.000
    1.982   -0.7940     0.760     0.002     0.000
    1.961   -0.7957     0.760     0.002     0.000
    1.941   -0.7969     0.760     0.002     0.000
    1.920   -0.7977     0.760     0.002     0.000
    1.900   -0.7979     0.760     0.002     0.000
    1.900   -0.7979     0.760     0.002     0.000
    1.859   -0.7952     0.760     0.002     0.000
    1.817   -0.8499     0.428     0.002     0.052
    1.776   -0.7367     0.464     0.027     0.031
    1.734   -0.6171     0.492     0.027     0.027
    1.693   -0.5482     0.784     0.000     0.000
    1.651   -0.5059     0.784     0.000     0.000
    1.610   -0.5417     0.248     0.038     0.127
    1.569   -0.5926     0.272     0.036     0.122
    1.527   -0.5889     0.716     0.005     0.008
    1.486   -0.5444     0.708     0.005     0.010
    1.444   -0.5566     0.572     0.011     0.044
    1.403   -0.6086     0.560     0.011     0.050
    1.362   -0.6571     0.544     0.010     0.054
    1.320   -0.7014     0.528     0.010     0.061
    1.279   -0.7404     0.512     0.009     0.068
    1.237   -0.7081     0.432     0.013     0.095
    1.196   -0.6147     0.456     0.010     0.090
    1.154   -0.5583     0.472     0.009     0.087
    1.113   -0.5751     0.472     0.000     0.090
    1.113   -0.5751     0.472     0.000     0.090
    1.084   -0.5151     0.472     0.024     0.076
    1.054   -0.4514     0.472     0.030     0.073
    1.025   -0.3973     0.480     0.036     0.070
    0.996   -0.3543     0.480     0.042     0.063
    0.967   -0.3333     0.528     0.043     0.043
    0.937   -0.3617     0.592     0.021     0.030
    0.908   -0.4077     0.608     0.014     0.028
    0.879   -0.4572     0.616     0.012     0.026
    0.849   -0.5072     0.624     0.010     0.027
    0.820   -0.5559     0.632     0.010     0.027
    0.791   -0.6022     0.632     0.009     0.027
    0.762   -0.6450     0.632     0.009     0.026
    0.732   -0.6833     0.640     0.009     0.026
    0.703   -0.7167     0.640     0.009     0.028
    0.674   -0.7445     0.640     0.009     0.028
    0.644   -0.7665     0.632     0.009     0.028
    0.615   -0.7823     0.632     0.009     0.028
    0.586   -0.7919     0.632     0.009     0.028
    0.556   -0.7951     0.632     0.009     0.028
    0.556   -0.7951     0.632     0.009     0.028
    0.527   -0.7958     0.656     0.007     0.020
    0.498   -0.7766     0.672     0.005     0.012
    0.469   -0.7504     0.504     0.024     0.055
    0.439   -0.7507     0.600     0.009     0.039
    0.410   -0.6871     0.608     0.009     0.035
    0.381   -0.6596     0.688     0.006     0.013
    0.351   -0.6659     0.704     0.005     0.010
    0.322   -0.6337     0.280     0.035     0.123
    0.293   -0.6006     0.584     0.004     0.000
    0.264   -0.6969     0.584     0.005     0.000
    0.234   -0.7213     0.744     0.003     0.003
    0.205   -0.7370     0.744     0.003     0.003
    0.176   -0.7518     0.752     0.003     0.000
    0.146   -0.7651     0.752     0.002     0.000
    0.117   -0.7765     0.752     0.002     0.000
    0.088   -0.7857     0.760     0.002     0.000
    0.059   -0.7925     0.760     0.002     0.000
    0.029   -0.7966     0.760     0.002     0.000
    0.000   -0.7979     0.760     0.002     0.000
 
# Band-Index:   61
    0.000   -0.6441     0.792     0.000     0.000
    0.029   -0.6422     0.792     0.000     0.000
    0.059   -0.7263     0.208     0.037     0.119
    0.088   -0.7430     0.440     0.015     0.045
    0.117   -0.6348     0.464     0.015     0.042
    0.146   -0.5972     0.784     0.000     0.000
    0.176   -0.5771     0.784     0.000     0.000
    0.205   -0.5541     0.784     0.000     0.000
    0.234   -0.5282     0.784     0.000     0.000
    0.264   -0.5359     0.248     0.037     0.131
    0.293   -0.5836     0.264     0.036     0.127
    0.322   -0.5028     0.632     0.008     0.026
    0.351   -0.5623     0.624     0.008     0.027
    0.381   -0.6241     0.616     0.009     0.033
    0.410   -0.6595     0.672     0.006     0.018
    0.439   -0.6923     0.688     0.003     0.007
    0.469   -0.7302     0.576     0.014     0.038
    0.498   -0.7148     0.624     0.013     0.028
    0.527   -0.7444     0.624     0.012     0.031
    0.556   -0.7647     0.640     0.011     0.031
    0.556   -0.7647     0.640     0.011     0.031
    0.586   -0.7615     0.640     0.011     0.031
    0.615   -0.7517     0.640     0.011     0.031
    0.644   -0.7356     0.640     0.011     0.030
    0.674   -0.7132     0.640     0.011     0.029
    0.703   -0.6848     0.640     0.011     0.028
    0.732   -0.6506     0.640     0.010     0.028
    0.762   -0.6113     0.640     0.010     0.028
    0.791   -0.5674     0.640     0.010     0.027
    0.820   -0.5198     0.640     0.010     0.027
    0.849   -0.4696     0.632     0.010     0.026
    0.879   -0.4182     0.632     0.010     0.028
    0.908   -0.3674     0.616     0.009     0.031
    0.937   -0.3197     0.608     0.008     0.036
    0.967   -0.2869     0.536     0.004     0.060
    0.996   -0.3010     0.488     0.010     0.079
    1.025   -0.3444     0.488     0.015     0.077
    1.054   -0.3972     0.488     0.016     0.080
    1.084   -0.4550     0.480     0.014     0.081
    1.113   -0.4923     0.480     0.007     0.088
    1.113   -0.4923     0.480     0.007     0.088
    1.154   -0.3976     0.488     0.021     0.075
    1.196   -0.2471     0.500     0.033     0.061
    1.237   -0.2624     0.584     0.014     0.036
    1.279   -0.3050     0.612     0.011     0.029
    1.320   -0.3513     0.636     0.009     0.026
    1.362   -0.3997     0.660     0.008     0.019
    1.403   -0.4489     0.676     0.007     0.016
    1.444   -0.4974     0.692     0.006     0.013
    1.486   -0.5025     0.588     0.011     0.039
    1.527   -0.4475     0.604     0.010     0.033
    1.569   -0.3988     0.784     0.000     0.000
    1.610   -0.4561     0.784     0.000     0.000
    1.651   -0.4918     0.232     0.044     0.131
    1.693   -0.5048     0.512     0.033     0.026
    1.734   -0.6075     0.492     0.002     0.040
    1.776   -0.7260     0.456     0.002     0.046
    1.817   -0.7869     0.760     0.002     0.000
    1.859   -0.6403     0.792     0.000     0.000
    1.900   -0.6441     0.792     0.000     0.000
    1.900   -0.6441     0.792     0.000     0.000
    1.920   -0.6444     0.792     0.000     0.000
    1.941   -0.6452     0.792     0.000     0.000
    1.961   -0.6465     0.792     0.000     0.000
    1.982   -0.6942     0.268     0.037     0.132
    2.002   -0.7746     0.292     0.034     0.124
    2.022   -0.8518     0.320     0.029     0.116
    2.043   -0.8908     0.512     0.008     0.041
    2.063   -0.8527     0.580     0.005     0.016
    2.083   -0.8041     0.588     0.006     0.015
