  #K-Path    Energy        Ti        Ga        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    3.049   -1.6341     0.432     0.003     0.072
    3.020   -1.6206     0.440     0.003     0.070
    2.990   -1.6096     0.448     0.003     0.070
    2.961   -1.6008     0.456     0.002     0.068
    2.932   -1.5941     0.456     0.002     0.068
    2.902   -1.5895     0.464     0.002     0.068
    2.873   -1.5867     0.464     0.002     0.067
    2.844   -1.5858     0.464     0.002     0.067
    2.844   -1.5858     0.464     0.002     0.067
    2.815   -1.5774     0.456     0.009     0.066
    2.785   -1.5618     0.448     0.017     0.063
    2.756   -1.5440     0.440     0.023     0.062
    2.727   -1.5261     0.432     0.027     0.063
    2.697   -1.5092     0.424     0.031     0.064
    2.668   -1.4942     0.408     0.036     0.066
    2.639   -1.5375     0.232     0.054     0.095
    2.610   -1.6007     0.224     0.025     0.109
    2.580   -1.6278     0.232     0.033     0.100
    2.551   -1.6249     0.248     0.041     0.093
    2.522   -1.6035     0.264     0.048     0.087
    2.492   -1.5729     0.280     0.054     0.081
    2.463   -1.5394     0.296     0.060     0.077
    2.434   -1.5070     0.312     0.068     0.070
    2.405   -1.4787     0.320     0.077     0.064
    2.375   -1.4566     0.328     0.088     0.060
    2.346   -1.4421     0.336     0.097     0.055
    2.317   -1.4345     0.336     0.101     0.053
    2.287   -1.4322     0.336     0.101     0.053
    2.287   -1.4322     0.336     0.101     0.053
    2.267   -1.4410     0.352     0.088     0.058
    2.247   -1.4585     0.368     0.074     0.064
    2.226   -1.4782     0.376     0.067     0.064
    2.206   -1.4983     0.392     0.062     0.066
    2.185   -1.4488     0.352     0.028     0.109
    2.165   -1.3833     0.348     0.030     0.113
    2.145   -1.3154     0.344     0.030     0.112
    2.124   -1.2452     0.340     0.031     0.112
    2.104   -1.2263     0.232     0.053     0.089
    2.083   -1.2106     0.224     0.054     0.089
    2.063   -1.1962     0.208     0.055     0.090
    2.043   -1.1833     0.200     0.056     0.091
    2.022   -1.1719     0.192     0.057     0.091
    2.002   -1.1621     0.184     0.058     0.092
    1.982   -1.1540     0.184     0.059     0.091
    1.961   -1.1477     0.176     0.059     0.091
    1.941   -1.1432     0.176     0.060     0.092
    1.920   -1.1405     0.176     0.060     0.092
    1.900   -1.1396     0.176     0.060     0.092
    1.900   -1.1396     0.176     0.060     0.092
    1.859   -1.2675     0.340     0.035     0.054
    1.817   -1.4086     0.328     0.033     0.056
    1.776   -1.5484     0.328     0.022     0.063
    1.734   -1.6077     0.496     0.023     0.068
    1.693   -1.5783     0.504     0.036     0.063
    1.651   -1.5390     0.504     0.039     0.061
    1.610   -1.5088     0.528     0.007     0.016
    1.569   -1.4409     0.500     0.042     0.060
    1.527   -1.3838     0.500     0.042     0.060
    1.486   -1.3225     0.492     0.044     0.061
    1.444   -1.2581     0.488     0.045     0.060
    1.403   -1.1921     0.484     0.046     0.060
    1.362   -1.1263     0.480     0.049     0.060
    1.320   -1.0232     0.484     0.002     0.082
    1.279   -0.9026     0.440     0.035     0.060
    1.237   -0.8548     0.424     0.016     0.092
    1.196   -0.8556     0.440     0.005     0.093
    1.154   -0.8175     0.472     0.003     0.084
    1.113   -0.8257     0.464     0.003     0.089
    1.113   -0.8257     0.460     0.003     0.088
    1.084   -0.8244     0.464     0.003     0.086
    1.054   -0.8233     0.472     0.002     0.083
    1.025   -0.8393     0.440     0.042     0.079
    0.996   -0.8806     0.440     0.000     0.096
    0.967   -0.8958     0.432     0.000     0.097
    0.937   -0.9119     0.432     0.000     0.099
    0.908   -0.9284     0.424     0.000     0.100
    0.879   -0.9449     0.424     0.000     0.101
    0.849   -0.9610     0.416     0.000     0.102
    0.820   -0.9765     0.416     0.000     0.104
    0.791   -0.9910     0.416     0.000     0.104
    0.762   -1.0044     0.416     0.000     0.106
    0.732   -1.0164     0.416     0.000     0.106
    0.703   -1.0269     0.408     0.000     0.106
    0.674   -1.0356     0.408     0.000     0.107
    0.644   -1.0425     0.408     0.000     0.108
    0.615   -1.0475     0.408     0.000     0.108
    0.586   -1.0505     0.408     0.000     0.108
    0.556   -1.0515     0.408     0.000     0.108
    0.556   -1.0515     0.408     0.000     0.108
    0.527   -1.0736     0.552     0.011     0.056
    0.498   -1.1283     0.552     0.009     0.059
    0.469   -1.1918     0.528     0.006     0.022
    0.439   -1.2513     0.544     0.006     0.015
    0.410   -1.3092     0.544     0.007     0.012
    0.381   -1.3677     0.528     0.010     0.015
    0.351   -1.4119     0.472     0.029     0.074
    0.322   -1.4627     0.424     0.068     0.055
    0.293   -1.4922     0.488     0.050     0.059
    0.264   -1.5252     0.496     0.047     0.060
    0.234   -1.5555     0.496     0.045     0.060
    0.205   -1.5813     0.208     0.033     0.111
    0.176   -1.5848     0.512     0.001     0.079
    0.146   -1.6059     0.512     0.000     0.080
    0.117   -1.6232     0.512     0.000     0.080
    0.088   -1.5518     0.336     0.013     0.063
    0.059   -1.4045     0.344     0.019     0.058
    0.029   -1.2607     0.352     0.022     0.057
    0.000   -1.1396     0.176     0.060     0.092
 
# Band-Index:   57
    0.000   -1.1161     0.580     0.005     0.000
    0.029   -1.1272     0.176     0.029     0.105
    0.059   -1.1363     0.176     0.029     0.105
    0.088   -1.1511     0.184     0.029     0.105
    0.117   -1.1715     0.192     0.029     0.104
    0.146   -1.2422     0.216     0.034     0.112
    0.176   -1.4128     0.208     0.033     0.112
    0.205   -1.5600     0.512     0.001     0.078
    0.234   -1.5316     0.512     0.002     0.078
    0.264   -1.4996     0.512     0.002     0.076
    0.293   -1.4645     0.512     0.004     0.076
    0.322   -1.4370     0.400     0.001     0.091
    0.351   -1.4047     0.480     0.009     0.039
    0.381   -1.3361     0.528     0.005     0.069
    0.410   -1.2878     0.536     0.006     0.066
    0.439   -1.2368     0.536     0.007     0.064
    0.469   -1.1834     0.544     0.008     0.062
    0.498   -1.1278     0.488     0.007     0.038
    0.527   -1.0714     0.472     0.009     0.039
    0.556   -1.0499     0.488     0.008     0.035
    0.556   -1.0499     0.488     0.008     0.035
    0.586   -1.0485     0.480     0.008     0.035
    0.615   -1.0444     0.480     0.008     0.035
    0.644   -1.0376     0.480     0.008     0.035
    0.674   -1.0284     0.480     0.008     0.037
    0.703   -1.0168     0.480     0.008     0.037
    0.732   -1.0031     0.480     0.008     0.037
    0.762   -0.9876     0.480     0.008     0.038
    0.791   -0.9704     0.480     0.008     0.039
    0.820   -0.9519     0.480     0.008     0.039
    0.849   -0.9322     0.480     0.008     0.038
    0.879   -0.9118     0.488     0.009     0.036
    0.908   -0.8909     0.488     0.009     0.035
    0.937   -0.8727     0.496     0.006     0.075
    0.967   -0.8590     0.488     0.006     0.078
    0.996   -0.8472     0.480     0.005     0.080
    1.025   -0.8379     0.472     0.004     0.084
    1.054   -0.7973     0.504     0.016     0.034
    1.084   -0.7862     0.512     0.018     0.034
    1.113   -0.7820     0.512     0.019     0.032
    1.113   -0.7820     0.512     0.019     0.032
    1.154   -0.7896     0.508     0.017     0.032
    1.196   -0.8081     0.516     0.012     0.028
    1.237   -0.8404     0.524     0.011     0.023
    1.279   -0.8786     0.484     0.015     0.043
    1.320   -0.9743     0.372     0.019     0.105
    1.362   -1.0904     0.488     0.002     0.082
    1.403   -1.1596     0.492     0.001     0.082
    1.444   -1.2284     0.500     0.001     0.082
    1.486   -1.2951     0.500     0.001     0.082
    1.527   -1.3583     0.504     0.001     0.082
    1.569   -1.4376     0.540     0.006     0.012
    1.610   -1.4929     0.500     0.040     0.061
    1.651   -1.5351     0.368     0.021     0.066
    1.693   -1.5588     0.512     0.000     0.080
    1.734   -1.5927     0.512     0.000     0.080
    1.776   -1.5323     0.324     0.002     0.072
    1.817   -1.3907     0.340     0.002     0.066
    1.859   -1.2504     0.360     0.002     0.062
    1.900   -1.1161     0.584     0.005     0.000
    1.900   -1.1161     0.584     0.005     0.000
    1.920   -1.1110     0.584     0.005     0.000
    1.941   -1.1130     0.176     0.000     0.122
    1.961   -1.1177     0.176     0.000     0.122
    1.982   -1.1242     0.184     0.000     0.120
    2.002   -1.1325     0.184     0.000     0.120
    2.022   -1.1425     0.192     0.000     0.120
    2.043   -1.1542     0.200     0.000     0.118
    2.063   -1.1674     0.208     0.000     0.118
    2.083   -1.1820     0.216     0.000     0.116
    2.104   -1.1980     0.224     0.000     0.116
    2.124   -1.2452     0.340     0.031     0.112
    2.145   -1.3154     0.344     0.030     0.112
    2.165   -1.3833     0.348     0.030     0.113
    2.185   -1.4488     0.352     0.028     0.109
    2.206   -1.4701     0.392     0.000     0.096
    2.226   -1.4489     0.384     0.000     0.098
    2.247   -1.4273     0.368     0.000     0.100
    2.267   -1.4062     0.352     0.000     0.102
    2.287   -1.3916     0.344     0.000     0.102
    2.287   -1.3916     0.344     0.000     0.102
    2.317   -1.3936     0.344     0.000     0.102
    2.346   -1.3987     0.344     0.003     0.101
    2.375   -1.4167     0.336     0.004     0.100
    2.405   -1.4428     0.328     0.005     0.099
    2.434   -1.4745     0.312     0.007     0.099
    2.463   -1.5099     0.304     0.009     0.098
    2.492   -1.5463     0.288     0.012     0.101
    2.522   -1.5800     0.272     0.017     0.100
    2.551   -1.6054     0.248     0.023     0.100
    2.580   -1.6137     0.232     0.033     0.100
    2.610   -1.5938     0.224     0.044     0.100
    2.639   -1.5373     0.232     0.020     0.109
    2.668   -1.4750     0.384     0.013     0.080
    2.697   -1.4882     0.424     0.004     0.076
    2.727   -1.5065     0.432     0.003     0.075
    2.756   -1.5265     0.440     0.004     0.073
    2.785   -1.5479     0.448     0.004     0.070
    2.815   -1.5698     0.456     0.004     0.067
    2.844   -1.5845     0.464     0.002     0.070
    2.844   -1.5845     0.464     0.002     0.070
    2.873   -1.5854     0.464     0.002     0.070
    2.902   -1.5882     0.464     0.002     0.070
    2.932   -1.5929     0.456     0.002     0.070
    2.961   -1.5995     0.456     0.002     0.070
    2.990   -1.6082     0.448     0.002     0.072
    3.020   -1.6189     0.440     0.002     0.072
    3.049   -1.6316     0.440     0.002     0.073
    3.078   -1.6452     0.432     0.002     0.075
    3.107   -1.6492     0.408     0.003     0.087
    3.137   -1.5447     0.336     0.002     0.119
    3.166   -1.3855     0.344     0.001     0.117
    3.195   -1.2251     0.360     0.001     0.111
    3.225   -1.0679     0.376     0.001     0.104
    3.254   -0.9157     0.400     0.001     0.099
    3.283   -0.7704     0.416     0.001     0.095
    3.313   -0.6348     0.432     0.001     0.089
    3.342   -0.5135     0.448     0.001     0.086
    3.371   -0.4150     0.464     0.001     0.083
    3.400   -0.3564     0.480     0.000     0.080
    3.400   -0.3564     0.480     0.000     0.080
    3.442   -0.4237     0.472     0.001     0.079
    3.483   -0.5691     0.452     0.000     0.083
    3.525   -0.7415     0.424     0.000     0.089
    3.566   -0.9159     0.396     0.012     0.093
    3.607   -1.1025     0.364     0.024     0.095
    3.649   -1.2877     0.324     0.032     0.098
    3.690   -1.4543     0.288     0.037     0.100
    3.732   -1.5713     0.260     0.036     0.098
    3.773   -1.6133     0.276     0.030     0.092
    3.815   -1.6051     0.288     0.020     0.095
    3.856   -1.5807     0.304     0.014     0.095
    3.897   -1.5491     0.316     0.011     0.096
    3.939   -1.5149     0.324     0.008     0.096
    3.980   -1.4835     0.328     0.001     0.101
    4.022   -1.4533     0.332     0.001     0.101
    4.063   -1.4276     0.336     0.000     0.104
    4.105   -1.4080     0.340     0.000     0.103
    4.146   -1.3958     0.340     0.000     0.102
    4.187   -1.3916     0.344     0.000     0.102
    4.187   -1.0499     0.488     0.008     0.035
    4.208   -1.0396     0.416     0.007     0.091
    4.228   -1.0218     0.432     0.016     0.076
    4.249   -1.0128     0.520     0.014     0.058
    4.269   -1.0357     0.560     0.008     0.055
    4.289   -1.0658     0.552     0.008     0.056
    4.310   -1.1000     0.552     0.008     0.056
    4.330   -1.1372     0.544     0.008     0.055
    4.350   -1.1765     0.536     0.008     0.057
    4.371   -1.2171     0.528     0.008     0.058
    4.391   -1.2584     0.520     0.008     0.059
    4.412   -1.2997     0.512     0.008     0.059
    4.432   -1.3407     0.512     0.008     0.060
    4.452   -1.3809     0.504     0.008     0.062
    4.473   -1.4201     0.496     0.008     0.063
    4.493   -1.4580     0.488     0.007     0.064
    4.514   -1.4944     0.480     0.007     0.063
    4.534   -1.5291     0.472     0.006     0.065
    4.554   -1.5615     0.472     0.005     0.066
    4.575   -1.5845     0.464     0.002     0.070
    4.575   -0.7820     0.512     0.019     0.032
    4.595   -0.7669     0.504     0.025     0.035
    4.616   -0.7342     0.504     0.031     0.035
    4.636   -0.6960     0.512     0.035     0.035
    4.656   -0.6560     0.512     0.036     0.034
    4.677   -0.6155     0.520     0.037     0.034
    4.697   -0.5771     0.480     0.027     0.068
    4.717   -0.5503     0.512     0.001     0.058
    4.738   -0.5104     0.524     0.005     0.051
    4.758   -0.4681     0.528     0.007     0.048
    4.779   -0.4340     0.480     0.006     0.084
    4.799   -0.4231     0.480     0.005     0.084
    4.819   -0.4120     0.480     0.005     0.082
    4.840   -0.4007     0.480     0.004     0.082
    4.860   -0.3896     0.480     0.003     0.082
    4.881   -0.3793     0.480     0.002     0.080
    4.901   -0.3701     0.480     0.002     0.082
    4.921   -0.3628     0.480     0.001     0.080
    4.942   -0.3581     0.480     0.000     0.080
    4.962   -0.3564     0.480     0.000     0.080
 
# Band-Index:   58
    4.962   -0.3525     0.476     0.000     0.080
    4.942   -0.3488     0.476     0.004     0.077
    4.921   -0.3394     0.480     0.011     0.073
    4.901   -0.3270     0.480     0.017     0.070
    4.881   -0.3134     0.480     0.023     0.066
    4.860   -0.3002     0.484     0.028     0.060
    4.840   -0.2981     0.516     0.030     0.044
    4.819   -0.3362     0.540     0.015     0.041
    4.799   -0.3807     0.540     0.011     0.044
    4.779   -0.4249     0.532     0.009     0.046
    4.758   -0.4681     0.528     0.007     0.048
    4.738   -0.5104     0.524     0.005     0.051
    4.717   -0.5423     0.472     0.000     0.088
    4.697   -0.5746     0.520     0.036     0.034
    4.677   -0.5877     0.468     0.044     0.065
    4.656   -0.5945     0.468     0.048     0.065
    4.636   -0.5996     0.468     0.050     0.065
    4.616   -0.6032     0.468     0.051     0.064
    4.595   -0.6054     0.464     0.051     0.064
    4.575   -0.6061     0.464     0.051     0.064
    4.575   -0.7740     0.456     0.060     0.042
    4.554   -0.7823     0.464     0.053     0.044
    4.534   -0.7997     0.464     0.045     0.047
    4.514   -0.8192     0.456     0.040     0.048
    4.493   -0.8389     0.456     0.037     0.049
    4.473   -0.8579     0.456     0.036     0.052
    4.452   -0.8760     0.456     0.034     0.052
    4.432   -0.8931     0.456     0.033     0.052
    4.412   -0.9092     0.456     0.032     0.053
    4.391   -0.9241     0.456     0.031     0.054
    4.371   -0.9379     0.448     0.030     0.055
    4.350   -0.9506     0.448     0.029     0.055
    4.330   -0.9624     0.448     0.028     0.056
    4.310   -0.9734     0.448     0.027     0.057
    4.289   -0.9839     0.440     0.025     0.061
    4.269   -0.9944     0.440     0.022     0.064
    4.249   -1.0041     0.480     0.012     0.066
    4.228   -0.9907     0.568     0.005     0.053
    4.208   -1.0147     0.480     0.006     0.060
    4.187   -1.0318     0.544     0.004     0.058
    4.187   -1.3860     0.352     0.004     0.099
    4.146   -1.3904     0.352     0.004     0.098
    4.105   -1.4032     0.344     0.004     0.097
    4.063   -1.4235     0.340     0.005     0.097
    4.022   -1.4500     0.336     0.006     0.098
    3.980   -1.4811     0.332     0.007     0.097
    3.939   -1.5140     0.324     0.002     0.104
    3.897   -1.5444     0.332     0.006     0.104
    3.856   -1.4877     0.372     0.058     0.088
    3.815   -1.4113     0.376     0.062     0.087
    3.773   -1.3267     0.384     0.064     0.084
    3.732   -1.2346     0.388     0.065     0.081
    3.690   -1.1355     0.396     0.067     0.077
    3.649   -1.0302     0.404     0.070     0.074
    3.607   -0.9193     0.412     0.075     0.070
    3.566   -0.8026     0.420     0.084     0.061
    3.525   -0.6755     0.440     0.092     0.052
    3.483   -0.5516     0.444     0.001     0.091
    3.442   -0.4195     0.468     0.000     0.079
    3.400   -0.3525     0.480     0.000     0.080
    3.400   -0.3525     0.476     0.000     0.080
    3.371   -0.3822     0.480     0.033     0.062
    3.342   -0.3936     0.480     0.052     0.050
    3.313   -0.4185     0.488     0.058     0.043
    3.283   -0.4503     0.488     0.061     0.041
    3.254   -0.4849     0.488     0.062     0.039
    3.225   -0.5202     0.480     0.062     0.040
    3.195   -0.5547     0.480     0.061     0.039
    3.166   -0.5877     0.480     0.061     0.040
    3.137   -0.6187     0.472     0.061     0.040
    3.107   -0.6473     0.472     0.061     0.040
    3.078   -0.6733     0.472     0.060     0.041
    3.049   -0.6965     0.464     0.060     0.041
    3.020   -0.7169     0.464     0.060     0.041
    2.990   -0.7342     0.464     0.060     0.041
    2.961   -0.7485     0.464     0.060     0.041
    2.932   -0.7596     0.464     0.060     0.041
    2.902   -0.7676     0.464     0.060     0.041
    2.873   -0.7724     0.464     0.060     0.042
    2.844   -0.7740     0.456     0.060     0.042
    2.844   -0.7740     0.456     0.060     0.042
    2.815   -0.8345     0.432     0.056     0.052
    2.785   -0.9447     0.392     0.056     0.063
    2.756   -1.0693     0.352     0.059     0.072
    2.727   -1.1991     0.320     0.061     0.080
    2.697   -1.3264     0.280     0.061     0.086
    2.668   -1.4384     0.280     0.049     0.091
    2.639   -1.4770     0.400     0.027     0.073
    2.610   -1.4648     0.392     0.032     0.073
    2.580   -1.4535     0.384     0.034     0.073
    2.551   -1.4436     0.376     0.034     0.075
    2.522   -1.4351     0.368     0.034     0.077
    2.492   -1.4277     0.360     0.033     0.080
    2.463   -1.4214     0.352     0.031     0.083
    2.434   -1.4157     0.352     0.026     0.087
    2.405   -1.4104     0.344     0.019     0.091
    2.375   -1.4047     0.344     0.010     0.097
    2.346   -1.3981     0.344     0.004     0.101
    2.317   -1.3885     0.352     0.004     0.099
    2.287   -1.3860     0.352     0.004     0.099
    2.287   -1.3860     0.352     0.004     0.099
    2.267   -1.3772     0.336     0.017     0.093
    2.247   -1.3596     0.320     0.031     0.089
    2.226   -1.3398     0.304     0.038     0.087
    2.206   -1.3195     0.296     0.043     0.087
    2.185   -1.2995     0.280     0.046     0.086
    2.165   -1.2799     0.264     0.048     0.088
    2.145   -1.2611     0.256     0.050     0.087
    2.124   -1.2432     0.240     0.051     0.088
    2.104   -1.1728     0.336     0.032     0.111
    2.083   -1.0986     0.336     0.033     0.113
    2.063   -1.0237     0.332     0.034     0.112
    2.043   -0.9565     0.384     0.032     0.084
    2.022   -0.9627     0.564     0.011     0.012
    2.002   -1.0025     0.576     0.008     0.006
    1.982   -1.0402     0.576     0.006     0.005
    1.961   -1.0720     0.580     0.006     0.001
    1.941   -1.0960     0.580     0.005     0.000
    1.920   -1.1110     0.584     0.005     0.000
    1.900   -1.1161     0.584     0.005     0.000
    1.900   -1.1161     0.584     0.005     0.000
    1.859   -0.9921     0.420     0.029     0.038
    1.817   -0.8618     0.436     0.029     0.035
    1.776   -1.0792     0.240     0.033     0.104
    1.734   -1.2749     0.264     0.030     0.096
    1.693   -1.4324     0.296     0.028     0.088
    1.651   -1.5179     0.508     0.000     0.080
    1.610   -1.4705     0.508     0.000     0.080
    1.569   -1.4171     0.508     0.001     0.080
    1.527   -1.3583     0.540     0.006     0.014
    1.486   -1.2745     0.540     0.006     0.012
    1.444   -1.1886     0.540     0.006     0.012
    1.403   -1.1034     0.540     0.006     0.013
    1.362   -1.0218     0.540     0.006     0.015
    1.320   -0.9473     0.532     0.006     0.019
    1.279   -0.8442     0.404     0.023     0.094
    1.237   -0.7741     0.424     0.044     0.078
    1.196   -0.7993     0.484     0.005     0.079
    1.154   -0.7349     0.460     0.030     0.080
    1.113   -0.6061     0.464     0.051     0.064
    1.113   -0.6061     0.464     0.051     0.064
    1.084   -0.6751     0.464     0.028     0.078
    1.054   -0.7655     0.448     0.022     0.084
    1.025   -0.8243     0.480     0.003     0.081
    0.996   -0.8303     0.496     0.011     0.035
    0.967   -0.8497     0.496     0.010     0.035
    0.937   -0.8700     0.488     0.009     0.035
    0.908   -0.8882     0.504     0.007     0.072
    0.879   -0.9048     0.512     0.007     0.070
    0.849   -0.9220     0.520     0.007     0.067
    0.820   -0.9393     0.520     0.007     0.065
    0.791   -0.9562     0.528     0.006     0.063
    0.762   -0.9723     0.536     0.006     0.062
    0.732   -0.9870     0.536     0.006     0.061
    0.703   -1.0001     0.544     0.005     0.060
    0.674   -1.0112     0.544     0.005     0.060
    0.644   -1.0201     0.544     0.005     0.059
    0.615   -1.0266     0.544     0.005     0.058
    0.586   -1.0305     0.544     0.005     0.058
    0.556   -1.0318     0.544     0.004     0.058
    0.556   -1.0318     0.544     0.004     0.058
    0.527   -1.0120     0.400     0.015     0.101
    0.498   -0.9598     0.384     0.024     0.102
    0.469   -0.9050     0.368     0.028     0.104
    0.439   -0.9117     0.328     0.035     0.103
    0.410   -1.0883     0.304     0.035     0.111
    0.381   -1.2632     0.288     0.033     0.113
    0.351   -1.3811     0.528     0.004     0.072
    0.322   -1.4188     0.472     0.001     0.077
    0.293   -1.3889     0.280     0.016     0.092
    0.264   -1.3442     0.256     0.021     0.094
    0.234   -1.3018     0.240     0.024     0.094
    0.205   -1.2628     0.224     0.026     0.097
    0.176   -1.2277     0.216     0.027     0.100
    0.146   -1.1971     0.200     0.028     0.100
    0.117   -1.0702     0.216     0.034     0.112
    0.088   -1.0689     0.584     0.005     0.000
    0.059   -1.0951     0.584     0.005     0.000
    0.029   -1.1109     0.584     0.005     0.000
    0.000   -1.1161     0.580     0.005     0.000
 
# Band-Index:   59
    0.000   -1.1093     0.176     0.000     0.122
    0.029   -0.9863     0.400     0.014     0.050
    0.059   -0.8606     0.416     0.015     0.048
    0.088   -0.8977     0.216     0.035     0.114
    0.117   -1.0322     0.584     0.005     0.000
    0.146   -0.9852     0.584     0.005     0.000
    0.176   -0.9281     0.584     0.005     0.000
    0.205   -0.8609     0.584     0.005     0.000
    0.234   -0.7837     0.584     0.005     0.000
    0.264   -0.7054     0.736     0.004     0.003
    0.293   -0.6901     0.728     0.004     0.006
    0.322   -0.6765     0.720     0.004     0.009
    0.351   -0.6859     0.304     0.034     0.119
    0.381   -0.7396     0.320     0.032     0.114
    0.410   -0.7943     0.336     0.031     0.110
    0.439   -0.8496     0.352     0.030     0.107
    0.469   -0.8142     0.592     0.009     0.042
    0.498   -0.8768     0.584     0.008     0.045
    0.527   -0.9364     0.576     0.007     0.051
    0.556   -0.9752     0.576     0.005     0.054
    0.556   -0.9752     0.576     0.005     0.054
    0.586   -0.9740     0.568     0.005     0.054
    0.615   -0.9704     0.568     0.005     0.054
    0.644   -0.9646     0.568     0.005     0.054
    0.674   -0.9566     0.568     0.005     0.055
    0.703   -0.9468     0.560     0.005     0.056
    0.732   -0.9352     0.560     0.004     0.056
    0.762   -0.9224     0.552     0.004     0.060
    0.791   -0.9087     0.552     0.004     0.061
    0.820   -0.8945     0.544     0.004     0.062
    0.849   -0.8803     0.536     0.004     0.064
    0.879   -0.8667     0.528     0.004     0.067
    0.908   -0.8542     0.520     0.003     0.069
    0.937   -0.8432     0.512     0.003     0.072
    0.967   -0.8344     0.504     0.003     0.075
    0.996   -0.8280     0.496     0.003     0.078
    1.025   -0.8125     0.504     0.013     0.033
    1.054   -0.7394     0.456     0.042     0.075
    1.084   -0.6529     0.464     0.044     0.070
    1.113   -0.6061     0.464     0.051     0.064
    1.113   -0.6061     0.464     0.051     0.064
    1.154   -0.6259     0.460     0.050     0.065
    1.196   -0.6836     0.444     0.048     0.071
    1.237   -0.7733     0.496     0.007     0.074
    1.279   -0.8302     0.404     0.016     0.098
    1.320   -0.8256     0.388     0.027     0.096
    1.362   -0.8001     0.368     0.029     0.101
    1.403   -0.7682     0.348     0.031     0.107
    1.444   -0.7308     0.336     0.032     0.111
    1.486   -0.6884     0.316     0.033     0.115
    1.527   -0.6419     0.292     0.035     0.122
    1.569   -0.6302     0.728     0.004     0.003
    1.610   -0.6679     0.732     0.004     0.003
    1.651   -0.7014     0.744     0.003     0.003
    1.693   -0.7303     0.748     0.003     0.003
    1.734   -0.7543     0.748     0.003     0.000
    1.776   -0.7733     0.756     0.002     0.000
    1.817   -0.8581     0.228     0.035     0.111
    1.859   -0.9789     0.396     0.002     0.058
    1.900   -1.1093     0.176     0.000     0.122
    1.900   -1.1093     0.176     0.000     0.122
    1.920   -1.1102     0.176     0.000     0.122
    1.941   -1.0960     0.580     0.005     0.000
    1.961   -1.0720     0.580     0.006     0.001
    1.982   -1.0402     0.576     0.006     0.005
    2.002   -1.0025     0.576     0.008     0.006
    2.022   -0.9627     0.564     0.011     0.012
    2.043   -0.9565     0.384     0.032     0.084
    2.063   -1.0237     0.332     0.034     0.112
    2.083   -1.0986     0.336     0.033     0.113
    2.104   -1.1728     0.336     0.032     0.111
    2.124   -1.2152     0.240     0.000     0.114
    2.145   -1.2334     0.248     0.000     0.114
    2.165   -1.2527     0.264     0.000     0.110
    2.185   -1.2728     0.272     0.000     0.110
    2.206   -1.2936     0.288     0.000     0.110
    2.226   -1.3148     0.304     0.000     0.108
    2.247   -1.3363     0.312     0.000     0.106
    2.267   -1.3575     0.328     0.000     0.104
    2.287   -1.3721     0.344     0.000     0.102
    2.287   -1.3721     0.344     0.000     0.102
    2.317   -1.3742     0.344     0.000     0.101
    2.346   -1.3782     0.344     0.001     0.099
    2.375   -1.3816     0.344     0.001     0.101
    2.405   -1.3852     0.352     0.001     0.099
    2.434   -1.3894     0.352     0.001     0.096
    2.463   -1.3945     0.360     0.001     0.096
    2.492   -1.4008     0.368     0.001     0.095
    2.522   -1.4084     0.376     0.001     0.093
    2.551   -1.4174     0.384     0.001     0.090
    2.580   -1.4278     0.392     0.001     0.089
    2.610   -1.4397     0.400     0.001     0.085
    2.639   -1.4526     0.400     0.002     0.083
    2.668   -1.4374     0.256     0.003     0.115
    2.697   -1.3202     0.280     0.003     0.111
    2.727   -1.1924     0.320     0.002     0.103
    2.756   -1.0629     0.352     0.001     0.095
    2.785   -0.9374     0.392     0.000     0.087
    2.815   -0.8206     0.432     0.000     0.078
    2.844   -0.7208     0.472     0.000     0.067
    2.844   -0.7208     0.472     0.000     0.067
    2.873   -0.7192     0.472     0.000     0.067
    2.902   -0.7145     0.472     0.000     0.067
    2.932   -0.7067     0.472     0.000     0.067
    2.961   -0.6958     0.472     0.000     0.067
    2.990   -0.6819     0.480     0.000     0.067
    3.020   -0.6649     0.480     0.000     0.067
    3.049   -0.6449     0.480     0.000     0.067
    3.078   -0.6221     0.480     0.000     0.067
    3.107   -0.5965     0.480     0.000     0.067
    3.137   -0.5682     0.488     0.000     0.067
    3.166   -0.5374     0.488     0.000     0.067
    3.195   -0.5044     0.488     0.000     0.066
    3.225   -0.4696     0.496     0.001     0.066
    3.254   -0.4337     0.496     0.001     0.068
    3.283   -0.3978     0.496     0.001     0.066
    3.313   -0.3644     0.496     0.001     0.068
    3.342   -0.3383     0.496     0.001     0.071
    3.371   -0.3296     0.488     0.000     0.075
    3.400   -0.3525     0.476     0.000     0.080
    3.400   -0.3525     0.480     0.000     0.080
    3.442   -0.4069     0.480     0.043     0.059
    3.483   -0.5295     0.460     0.069     0.052
    3.525   -0.6633     0.432     0.001     0.096
    3.566   -0.7738     0.424     0.001     0.100
    3.607   -0.8822     0.412     0.001     0.104
    3.649   -0.9870     0.404     0.001     0.105
    3.690   -1.0868     0.396     0.001     0.108
    3.732   -1.1808     0.392     0.001     0.112
    3.773   -1.2683     0.388     0.001     0.113
    3.815   -1.3485     0.380     0.001     0.115
    3.856   -1.4211     0.376     0.001     0.116
    3.897   -1.4850     0.372     0.002     0.117
    3.939   -1.5133     0.316     0.004     0.098
    3.980   -1.4765     0.320     0.004     0.097
    4.022   -1.4423     0.328     0.003     0.098
